GEOID,City,SR_point_count,311_SRI_score,SNI_score,ES_score
17031070102,chicago,555,27.37,69.30371173,-41.93371173
17031070103,chicago,361,22.08,50.58249797,-28.50249797
17031070200,chicago,1502,45.03,78.63722568,-33.60722568
17031070300,chicago,2583,59.05,84.39447304,-25.34447304
17031070400,chicago,1460,44.4,48.72663235,-4.326632349
17031070500,chicago,862,34.11,67.74586833,-33.63586833
17031070600,chicago,1123,38.94,47.56163641,-8.621636413
17031070700,chicago,1913,50.82,89.70468708,-38.88468708
17031071000,chicago,716,31.09,64.50826334,-33.41826334
17031071100,chicago,1320,42.21,95.52966676,-53.31966676
17031071200,chicago,1157,39.52,58.92712002,-19.40712002
17031071300,chicago,870,34.27,53.25115145,-18.98115145
17031071400,chicago,888,34.62,71.09184503,-36.47184503
17031071500,chicago,2032,52.38,54.64643728,-2.26643728
17031071600,chicago,436,24.26,7.071254403,17.1887456
17031071700,chicago,367,22.26,15.14494717,7.115052831
17031071800,chicago,635,29.28,72.31102682,-43.03102682
17031080100,chicago,758,31.99,44.93362232,-12.94362232
17031080201,chicago,364,22.17,38.76998103,-16.59998103
17031080202,chicago,498,25.93,72.17556218,-46.24556218
17031080300,chicago,1443,44.14,95.61094554,-51.47094554
17031080400,chicago,843,33.74,86.1961528,-52.4561528
17031081000,chicago,988,36.52,72.20265511,-35.68265511
17031081100,chicago,548,27.2,85.35627201,-58.15627201
17031081201,chicago,830,33.47,89.81305879,-56.34305879
17031081300,chicago,484,25.56,82.29477106,-56.73477106
17031081401,chicago,628,29.12,88.47195882,-59.35195882
17031081402,chicago,602,28.51,62.7743159,-34.2643159
17031081500,chicago,1744,48.52,91.45218098,-42.93218098
17031081600,chicago,1158,39.54,78.90815497,-39.36815497
17031081700,chicago,2284,55.53,90.73421837,-35.20421837
17031081800,chicago,3316,66.91,97.34489298,-30.43489298
17031081900,chicago,127,13.09,13.35681387,-0.266813872
17031090100,chicago,1146,39.33,46.58629098,-7.256290978
17031090200,chicago,2471,57.76,91.73665673,-33.97665673
17031090300,chicago,683,30.37,75.33188838,-44.96188838
17031100100,chicago,1617,46.72,92.82037388,-46.10037388
17031100200,chicago,3108,64.78,88.82416689,-24.04416689
17031100300,chicago,2775,61.21,59.21159577,1.998404226
17031100400,chicago,1541,45.61,50.51476565,-4.904765646
17031100500,chicago,2397,56.89,84.12354376,-27.23354376
17031100600,chicago,2293,55.64,92.49525874,-36.85525874
17031100700,chicago,1789,49.15,22.52777025,26.62222975
17031110100,chicago,1760,48.75,87.53725278,-38.78725278
17031110200,chicago,1287,41.68,93.38932539,-51.70932539
17031110300,chicago,1872,50.27,67.01435925,-16.74435925
17031110400,chicago,1748,48.58,85.38336494,-36.80336494
17031110501,chicago,1679,47.61,36.72446491,10.88553509
17031110502,chicago,1665,47.41,92.54944459,-45.13944459
17031120100,chicago,1797,49.26,62.24600379,-12.98600379
17031120200,chicago,2077,52.95,87.95719317,-35.00719317
17031120300,chicago,2863,62.17,81.56326199,-19.39326199
17031120400,chicago,1823,49.61,86.85992956,-37.24992956
17031130100,chicago,1673,47.53,85.19371444,-37.66371444
17031130200,chicago,880,34.47,72.44649147,-37.97649147
17031130300,chicago,1273,41.46,49.64779193,-8.187791926
17031140100,chicago,1128,39.02,37.9842861,1.035713899
17031140200,chicago,1871,50.26,75.48089949,-25.22089949
17031140301,chicago,641,29.42,65.47006231,-36.05006231
17031140302,chicago,1235,40.83,30.81820645,10.01179355
17031140400,chicago,2338,56.18,98.03576267,-41.85576267
17031140500,chicago,1399,43.46,70.53643999,-27.07643999
17031140601,chicago,1043,37.53,54.74126253,-17.21126253
17031140602,chicago,1463,44.44,48.00866974,-3.568669737
17031140701,chicago,925,35.34,90.47683555,-55.13683555
17031140702,chicago,1647,47.15,70.31969656,-23.16969656
17031140800,chicago,2204,54.55,88.72934164,-34.17934164
17031150200,chicago,3381,67.56,99.2007586,-31.6407586
17031150300,chicago,2892,62.49,64.15605527,-1.66605527
17031150401,chicago,1675,47.55,52.37063127,-4.820631265
17031150402,chicago,1531,45.46,74.19398537,-28.73398537
17031150501,chicago,1134,39.13,10.74234625,28.38765375
17031150502,chicago,1480,44.7,45.0961799,-0.396179897
17031150600,chicago,1528,45.42,71.03765917,-25.61765917
17031150700,chicago,1469,44.53,46.80303441,-2.273034408
17031150800,chicago,1796,49.24,75.38607423,-26.14607423
17031151001,chicago,916,35.17,19.34435112,15.82564888
17031151002,chicago,1566,45.98,92.11595774,-46.13595774
17031151100,chicago,1757,48.7,57.51828773,-8.818287727
17031151200,chicago,1730,48.33,60.26821999,-11.93821999
17031160100,chicago,1364,42.91,83.44622054,-40.53622054
17031160200,chicago,1833,49.75,98.71308588,-48.96308588
17031160300,chicago,1162,39.61,74.13979951,-34.52979951
17031160400,chicago,2073,52.9,90.04334869,-37.14334869
17031160501,chicago,1087,38.31,37.29341642,1.016583582
17031160502,chicago,1619,46.75,67.65104308,-20.90104308
17031160601,chicago,1161,39.59,74.24817123,-34.65817123
17031160602,chicago,1180,39.91,57.95177459,-18.04177459
17031160700,chicago,2020,52.22,88.16039014,-35.94039014
17031160800,chicago,2690,60.26,86.64318613,-26.38318613
17031160900,chicago,1512,45.18,91.46572745,-46.28572745
17031161000,chicago,963,36.06,82.64697914,-46.58697914
17031161100,chicago,1191,40.1,86.87347602,-46.77347602
17031161200,chicago,1138,39.2,84.92278515,-45.72278515
17031161300,chicago,1887,50.47,77.64833378,-27.17833378
17031170100,chicago,195,16.23,43.78217285,-27.55217285
17031170200,chicago,1381,43.18,44.05310214,-0.87310214
17031170300,chicago,1939,51.16,67.48848551,-16.32848551
17031170400,chicago,1291,41.75,55.75724736,-14.00724736
17031170500,chicago,1634,46.97,26.94391764,20.02608236
17031170600,chicago,957,35.94,10.17339474,25.76660526
17031170700,chicago,1116,38.82,26.71362774,12.10637226
17031170800,chicago,1533,45.49,57.84340287,-12.35340287
17031170900,chicago,549,27.22,26.28014088,0.939859117
17031171000,chicago,2544,58.61,69.92684909,-11.31684909
17031171100,chicago,1893,50.55,42.1295042,8.420495801
17031180100,chicago,2260,55.24,56.38038472,-1.14038472
17031190100,chicago,966,36.11,87.90300732,-51.79300732
17031190200,chicago,1917,50.87,76.06339745,-25.19339745
17031190300,chicago,2130,53.63,76.93037117,-23.30037117
17031190401,chicago,1551,45.76,40.3820103,5.377989705
17031190402,chicago,2413,57.08,61.90734218,-4.827342184
17031190601,chicago,1522,45.33,19.92684909,25.40315091
17031190602,chicago,2170,54.13,73.63858033,-19.50858033
17031190701,chicago,763,32.1,48.2525061,-16.1525061
17031190702,chicago,1328,42.34,61.406123,-19.066123
17031190800,chicago,1749,48.59,80.61500948,-32.02500948
17031190900,chicago,743,31.67,82.95854782,-51.28854782
17031191000,chicago,1052,37.69,91.68247088,-53.99247088
17031191100,chicago,2700,60.38,96.87076673,-36.49076673
17031191200,chicago,1364,42.91,64.34570577,-21.43570577
17031191301,chicago,2030,52.35,85.66784069,-33.31784069
17031191302,chicago,2042,52.51,86.90056895,-34.39056895
17031200100,chicago,1273,41.46,83.01273368,-41.55273368
17031200200,chicago,1677,47.58,92.57653752,-44.99653752
17031200300,chicago,1029,37.27,72.21620157,-34.94620157
17031200401,chicago,1042,37.51,72.2432945,-34.7332945
17031200402,chicago,1221,40.6,75.94147927,-35.34147927
17031210100,chicago,2159,53.99,89.01381739,-35.02381739
17031210400,chicago,1046,37.58,80.80465998,-43.22465998
17031210501,chicago,1718,48.16,80.33053373,-32.17053373
17031210502,chicago,1671,47.5,49.620699,-2.120698998
17031210601,chicago,1550,45.75,67.21755622,-21.46755622
17031210602,chicago,2237,54.96,92.77973449,-37.81973449
17031210700,chicago,1896,50.59,95.63803847,-45.04803847
17031210800,chicago,719,31.16,87.13085885,-55.97085885
17031210900,chicago,2130,53.63,97.14169602,-43.51169602
17031220300,chicago,1102,38.57,75.08805202,-36.51805202
17031220400,chicago,1648,47.17,84.55703062,-37.38703062
17031220500,chicago,2151,53.89,94.36467082,-40.47467082
17031220601,chicago,703,30.81,56.10945543,-25.29945543
17031220602,chicago,2521,58.34,86.92766188,-28.58766188
17031220701,chicago,861,34.09,49.70197778,-15.61197778
17031220702,chicago,1884,50.43,89.31183961,-38.88183961
17031220901,chicago,941,35.64,56.97642915,-21.33642915
17031220902,chicago,1023,37.16,81.68518017,-44.52518017
17031221000,chicago,811,33.09,52.74993227,-19.65993227
17031221100,chicago,1703,47.95,59.29287456,-11.34287456
17031221200,chicago,1234,40.82,46.32890815,-5.508908155
17031221300,chicago,2557,58.75,93.74153346,-34.99153346
17031221400,chicago,2187,54.34,94.79815768,-40.45815768
17031221500,chicago,1891,50.53,77.74315904,-27.21315904
17031221600,chicago,1582,46.21,88.51259821,-42.30259821
17031222200,chicago,2044,52.53,71.79626118,-19.26626118
17031222500,chicago,815,33.17,65.10430778,-31.93430778
17031222600,chicago,645,29.51,50.02709293,-20.51709293
17031222700,chicago,737,31.54,75.15578434,-43.61578434
17031222800,chicago,412,23.58,42.37334056,-18.79334056
17031222900,chicago,517,26.42,69.56109455,-43.14109455
17031230100,chicago,564,27.59,54.59225142,-27.00225142
17031230200,chicago,902,34.9,67.08209157,-32.18209157
17031230300,chicago,376,22.53,33.71714982,-11.18714982
17031230400,chicago,1193,40.13,85.26144676,-45.13144676
17031230500,chicago,1448,44.21,94.94716879,-50.73716879
17031230600,chicago,2403,56.96,94.6762395,-37.7162395
17031230700,chicago,2606,59.32,90.9509618,-31.6309618
17031230800,chicago,378,22.59,65.53779464,-42.94779464
17031230900,chicago,1455,44.32,64.69791384,-20.37791384
17031231100,chicago,476,25.35,58.77810891,-33.42810891
17031231200,chicago,2220,54.75,64.30506638,-9.555066378
17031231500,chicago,2221,54.76,87.59143863,-32.83143863
17031240200,chicago,662,29.9,28.94879436,0.951205635
17031240300,chicago,1141,39.25,79.85640748,-40.60640748
17031240500,chicago,1505,45.08,87.42888106,-42.34888106
17031240600,chicago,864,34.15,51.25982119,-17.10982119
17031240700,chicago,538,26.95,34.4486589,-7.4986589
17031240800,chicago,695,30.63,66.79761582,-36.16761582
17031240900,chicago,883,34.53,32.32186399,2.208136007
17031241000,chicago,612,28.74,69.42562991,-40.68562991
17031241100,chicago,1741,48.48,66.90598754,-18.42598754
17031241200,chicago,1156,39.51,73.17800054,-33.66800054
17031241300,chicago,628,29.12,55.892712,-26.772712
17031241400,chicago,5111,83.07,91.3302628,-8.260262801
17031241500,chicago,2463,57.66,87.07667299,-29.41667299
17031241600,chicago,1482,44.73,92.80682742,-48.07682742
17031242000,chicago,2226,54.82,77.90571661,-23.08571661
17031242100,chicago,2484,57.91,61.39257654,-3.482576538
17031242200,chicago,1442,44.12,64.19669466,-20.07669466
17031242300,chicago,1731,48.34,74.77648334,-26.43648334
17031242400,chicago,2310,55.85,83.85261447,-28.00261447
17031242500,chicago,1836,49.79,70.02167434,-20.23167434
17031242600,chicago,2129,53.61,83.16174478,-29.55174478
17031242700,chicago,695,30.63,51.50365755,-20.87365755
17031242800,chicago,1426,43.88,85.55946898,-41.67946898
17031242900,chicago,1312,42.09,80.00541859,-37.91541859
17031243000,chicago,1358,42.82,71.20021674,-28.38021674
17031243100,chicago,1560,45.89,90.7206719,-44.8306719
17031243200,chicago,1710,48.05,74.53264698,-26.48264698
17031243300,chicago,1252,41.11,93.61961528,-52.50961528
17031243400,chicago,1551,45.76,93.89054457,-48.13054457
17031243500,chicago,3141,65.12,98.6318071,-33.5118071
17031250200,chicago,1142,39.27,77.59414793,-38.32414793
17031250300,chicago,1366,42.94,73.65212679,-30.71212679
17031250400,chicago,1902,50.67,96.30181523,-45.63181523
17031250500,chicago,3014,63.79,96.73530209,-32.94530209
17031250600,chicago,1385,43.24,59.60444324,-16.36444324
17031250700,chicago,1842,49.87,59.36060688,-9.490606882
17031250800,chicago,964,36.08,74.51910051,-38.43910051
17031251000,chicago,747,31.76,83.35139529,-51.59139529
17031251100,chicago,1287,41.68,35.42400433,6.255995665
17031251200,chicago,1694,47.82,30.73692766,17.08307234
17031251300,chicago,1381,43.18,47.67000813,-4.490008128
17031251400,chicago,1192,40.12,58.15497155,-18.03497155
17031251500,chicago,1422,43.82,53.31888377,-9.498883771
17031251600,chicago,1177,39.86,43.33513953,-3.475139529
17031251700,chicago,785,32.55,87.29341642,-54.74341642
17031251800,chicago,2658,59.9,94.60850718,-34.70850718
17031251900,chicago,1192,40.12,55.35085343,-15.23085343
17031252000,chicago,1001,36.76,42.86101328,-6.101013276
17031252101,chicago,334,21.23,31.18396099,-9.953960986
17031252102,chicago,1372,43.04,37.3746952,5.665304795
17031252201,chicago,743,31.67,40.02980222,-8.359802222
17031252202,chicago,1889,50.5,92.83392035,-42.33392035
17031260100,chicago,608,28.65,57.81630994,-29.16630994
17031260200,chicago,870,34.27,83.86616093,-49.59616093
17031260300,chicago,640,29.39,40.3413709,-10.9513709
17031260400,chicago,836,33.6,50.06773232,-16.46773232
17031260500,chicago,965,36.09,68.03034408,-31.94034408
17031260600,chicago,880,34.47,56.70549986,-22.23549986
17031260700,chicago,901,34.88,62.82850176,-27.94850176
17031260800,chicago,846,33.8,75.71118938,-41.91118938
17031260900,chicago,601,28.48,65.19913303,-36.71913303
17031261000,chicago,1108,38.68,78.1766459,-39.4966459
17031270500,chicago,475,25.32,41.04578705,-15.72578705
17031271200,chicago,838,33.64,75.56217827,-41.92217827
17031271300,chicago,416,23.7,79.34164183,-55.64164183
17031271400,chicago,482,25.51,80.56082363,-55.05082363
17031271500,chicago,259,18.7,11.52804118,7.171958819
17031271800,chicago,533,26.83,33.31075589,-6.480755893
17031280100,chicago,3353,67.28,98.52343538,-31.24343538
17031280400,chicago,1966,51.52,90.66648605,-39.14648605
17031280800,chicago,385,22.8,21.93172582,0.86827418
17031280900,chicago,297,20.02,20.6448117,-0.624811704
17031281900,chicago,1085,38.27,97.08751016,-58.81751016
17031282700,chicago,1513,45.2,76.07694392,-30.87694392
17031282800,chicago,956,35.93,48.78081821,-12.85081821
17031283100,chicago,586,28.13,55.47277161,-27.34277161
17031283200,chicago,483,25.54,15.48360878,10.05639122
17031283800,chicago,332,21.17,40.54456787,-19.37456787
17031290900,chicago,1488,44.82,73.90950962,-29.08950962
17031291200,chicago,597,28.39,28.92170144,-0.531701436
17031291600,chicago,362,22.11,67.69168247,-45.58168247
17031292200,chicago,975,36.28,44.58141425,-8.301414251
17031292400,chicago,781,32.47,62.5846654,-30.1146654
17031292500,chicago,1521,45.32,89.65050122,-44.33050122
17031300500,chicago,1402,43.51,69.66946627,-26.15946627
17031300600,chicago,1466,44.49,67.55621783,-23.06621783
17031300700,chicago,2054,52.66,66.47250068,-13.81250068
17031300800,chicago,1736,48.41,65.86290978,-17.45290978
17031300900,chicago,1366,42.94,75.1693308,-32.2293308
17031301100,chicago,986,36.49,38.82416689,-2.334166892
17031301200,chicago,1454,44.31,85.23435383,-40.92435383
17031301600,chicago,1183,39.96,54.70062314,-14.74062314
17031301701,chicago,1586,46.27,68.1387158,-21.8687158
17031301702,chicago,1750,48.61,35.51882959,13.09117041
17031301801,chicago,1579,46.17,81.1026822,-34.9326822
17031301802,chicago,2035,52.42,83.74424275,-31.32424275
17031301803,chicago,2093,53.16,41.39799512,11.76200488
17031310200,chicago,1634,46.97,94.14792739,-47.17792739
17031310300,chicago,1920,50.91,89.75887293,-38.84887293
17031310400,chicago,902,34.9,57.47764833,-22.57764833
17031310500,chicago,1255,41.16,78.85396911,-37.69396911
17031310600,chicago,4284,76.05,92.65781631,-16.60781631
17031310700,chicago,1378,43.13,63.01815226,-19.88815226
17031310800,chicago,3180,65.52,95.93606069,-30.41606069
17031310900,chicago,2539,58.55,96.2747223,-37.7247223
17031320101,chicago,1484,44.76,72.18910864,-27.42910864
17031320102,chicago,3586,69.58,90.80195069,-21.22195069
17031320400,chicago,2142,53.78,80.76402059,-26.98402059
17031320600,chicago,1780,49.02,76.45624492,-27.43624492
17031330101,chicago,1031,37.31,79.58547819,-42.27547819
17031330102,chicago,1228,40.72,90.43619615,-49.71619615
17031330103,chicago,986,36.49,91.1406123,-54.6506123
17031330200,chicago,1411,43.65,63.9528583,-20.3028583
17031340300,chicago,665,29.96,85.84394473,-55.88394473
17031340400,chicago,654,29.71,91.89921431,-62.18921431
17031340500,chicago,536,26.9,94.03955568,-67.13955568
17031340600,chicago,177,15.46,95.99024655,-80.53024655
17031350100,chicago,161,14.74,25.80601463,-11.06601463
17031350400,chicago,129,13.2,30.08669737,-16.88669737
17031351000,chicago,241,18.04,55.01219182,-36.97219182
17031351100,chicago,81,10.46,22.01300461,-11.55300461
17031351400,chicago,258,18.66,76.23950149,-57.57950149
17031351500,chicago,104,11.85,2.086155513,9.763844487
17031360200,chicago,67,9.51,3.440801951,6.069198049
17031380100,chicago,505,26.11,9.306421024,16.80357898
17031380200,chicago,182,15.68,13.56001084,2.119989163
17031380600,chicago,977,36.32,59.30642102,-22.98642102
17031381200,chicago,334,21.23,55.0934706,-33.8634706
17031381400,chicago,432,24.15,38.52614468,-14.37614468
17031381500,chicago,112,12.3,46.09861826,-33.79861826
17031381700,chicago,65,9.37,25.11514495,-15.74514495
17031381800,chicago,318,20.72,45.21809808,-24.49809808
17031381900,chicago,226,17.47,32.48442157,-15.01442157
17031390100,chicago,351,21.77,41.15415876,-19.38415876
17031390200,chicago,444,24.48,13.50582498,10.97417502
17031390300,chicago,296,19.99,40.11108101,-20.12108101
17031390400,chicago,299,20.09,9.60444324,10.48555676
17031390500,chicago,212,16.92,3.305337307,13.61466269
17031390600,chicago,341,21.46,10.09211596,11.36788404
17031400300,chicago,641,29.42,18.15226226,11.26773774
17031400400,chicago,312,20.52,57.00352208,-36.48352208
17031400500,chicago,387,22.86,36.02004877,-13.16004877
17031400800,chicago,482,25.51,40.99160119,-15.48160119
17031410200,chicago,149,14.18,8.42590084,5.75409916
17031410500,chicago,226,17.47,17.81360065,-0.34360065
17031410600,chicago,381,22.68,27.07938228,-4.399382281
17031410700,chicago,358,21.98,63.27553509,-41.29553509
17031410800,chicago,359,22.02,84.78732051,-62.76732051
17031411100,chicago,437,24.29,38.85125982,-14.56125982
17031411200,chicago,308,20.39,30.19506909,-9.805069087
17031420100,chicago,269,19.06,9.536710918,9.523289082
17031420200,chicago,213,16.96,26.09049038,-9.130490382
17031420300,chicago,303,20.23,17.93551883,2.29448117
17031420400,chicago,174,15.33,37.13085885,-21.80085885
17031420500,chicago,405,23.38,23.55730154,-0.177301544
17031420600,chicago,530,26.75,29.5041994,-2.754199404
17031420700,chicago,1434,44,62.93687348,-18.93687348
17031420800,chicago,719,31.16,42.60363045,-11.44363045
17031421200,chicago,550,27.25,51.43592522,-24.18592522
17031430101,chicago,406,23.41,38.06556489,-14.65556489
17031430200,chicago,920,35.24,36.50772148,-1.267721485
17031430300,chicago,676,30.21,56.39393118,-26.18393118
17031430400,chicago,931,35.45,80.7233812,-45.2733812
17031430500,chicago,681,30.32,59.53671092,-29.21671092
17031430600,chicago,509,26.21,66.67569764,-40.46569764
17031430700,chicago,275,19.27,60.36304525,-41.09304525
17031430800,chicago,474,25.3,24.68165809,0.618341913
17031430900,chicago,450,24.65,31.46843674,-6.818436738
17031431200,chicago,1382,43.19,33.98807911,9.201920889
17031431301,chicago,795,32.76,52.9260363,-20.1660363
17031431302,chicago,608,28.65,70.06231374,-41.41231374
17031440101,chicago,630,29.16,53.07504741,-23.91504741
17031440102,chicago,759,32.01,74.57328637,-42.56328637
17031440201,chicago,961,36.02,55.24248171,-19.22248171
17031440202,chicago,861,34.09,37.0360336,-2.946033595
17031440300,chicago,1609,46.61,43.06421024,3.545789759
17031440600,chicago,834,33.56,30.43890545,3.121094554
17031440700,chicago,614,28.79,19.4662693,9.323730696
17031440800,chicago,435,24.23,34.35383365,-10.12383365
17031440900,chicago,1026,37.22,47.35843945,-10.13843945
17031450300,chicago,1282,41.6,98.30669195,-56.70669195
17031460100,chicago,1148,39.37,67.58331076,-28.21331076
17031460200,chicago,952,35.85,58.08723923,-22.23723923
17031460301,chicago,897,34.8,33.47331347,1.326686535
17031460302,chicago,1027,37.24,36.16905988,1.070940125
17031460400,chicago,982,36.41,23.08317529,13.32682471
17031460500,chicago,1958,51.41,48.91628285,2.49371715
17031460800,chicago,1127,39.01,61.18937957,-22.17937957
17031461000,chicago,772,32.28,91.30316987,-59.02316987
17031470100,chicago,1236,40.85,87.33405581,-46.48405581
17031480100,chicago,658,29.81,63.7632078,-33.9532078
17031480200,chicago,399,23.21,65.65971281,-42.44971281
17031480300,chicago,555,27.37,45.78704958,-18.41704958
17031480400,chicago,2204,54.55,77.946356,-23.396356
17031480500,chicago,1418,43.75,88.09265782,-44.34265782
17031490200,chicago,1161,39.59,57.2609049,-17.6709049
17031490500,chicago,744,31.69,58.19561095,-26.50561095
17031490600,chicago,889,34.64,45.75995665,-11.11995665
17031490700,chicago,1090,38.36,30.27634787,8.083652127
17031490800,chicago,1582,46.21,87.99783257,-41.78783257
17031490901,chicago,1141,39.25,38.1739366,1.076063397
17031490902,chicago,2071,52.88,56.3126524,-3.432652398
17031491000,chicago,1810,49.43,37.38824167,12.04175833
17031491100,chicago,1709,48.03,66.77052289,-18.74052289
17031491200,chicago,968,36.15,36.34516391,-0.195163912
17031491300,chicago,892,34.7,43.3080466,-8.6080466
17031491400,chicago,1031,37.31,75.3996207,-38.0896207
17031500100,chicago,1143,39.28,90.09753454,-50.81753454
17031500200,chicago,822,33.31,97.60227581,-64.29227581
17031500300,chicago,680,30.3,90.54456787,-60.24456787
17031510100,chicago,1933,51.09,92.72554863,-41.63554863
17031510200,chicago,1167,39.69,81.7122731,-42.0222731
17031510300,chicago,2585,59.08,95.57030615,-36.49030615
17031520100,chicago,924,35.32,93.03711731,-57.71711731
17031520200,chicago,1447,44.2,93.06421024,-48.86421024
17031520300,chicago,2212,54.65,80.26280141,-25.61280141
17031520400,chicago,1387,43.27,82.93145489,-39.66145489
17031520500,chicago,1517,45.26,37.17149824,8.088501761
17031520600,chicago,948,35.78,47.69710106,-11.91710106
17031530100,chicago,907,34.99,61.04036846,-26.05036846
17031530200,chicago,1897,50.61,53.3459767,-2.7359767
17031530300,chicago,1606,46.56,48.18477377,-1.624773774
17031530400,chicago,796,32.78,69.98103495,-37.20103495
17031530501,chicago,1953,51.35,67.46139258,-16.11139258
17031530502,chicago,710,30.96,20.36033595,10.59966405
17031530503,chicago,2196,54.45,59.91601192,-5.466011921
17031530600,chicago,1056,37.76,35.57301544,2.186984557
17031540101,chicago,375,22.5,54.80899485,-32.30899485
17031540102,chicago,656,29.76,83.36494175,-53.60494175
17031550100,chicago,2474,57.79,86.45353563,-28.66353563
17031550200,chicago,1342,42.57,67.13627743,-24.56627743
17031560100,chicago,1087,38.31,89.63695475,-51.32695475
17031560200,chicago,817,33.21,38.93253861,-5.722538607
17031560300,chicago,1390,43.32,39.10864264,4.211357356
17031560400,chicago,932,35.47,74.39718234,-38.92718234
17031560700,chicago,1576,46.13,79.04361962,-32.91361962
17031560800,chicago,1757,48.7,80.05960444,-31.35960444
17031560900,chicago,1613,46.67,74.46491466,-27.79491466
17031561000,chicago,1807,49.39,65.32105121,-15.93105121
17031561100,chicago,1706,47.99,32.21349228,15.77650772
17031570100,chicago,1538,45.57,97.94093742,-52.37093742
17031570200,chicago,2200,54.5,98.86209699,-44.36209699
17031570300,chicago,4459,77.59,93.19967488,-15.60967488
17031570400,chicago,2010,52.09,84.52993769,-32.43993769
17031570500,chicago,2448,57.49,70.38742888,-12.89742888
17031580100,chicago,2713,60.52,91.7502032,-31.2302032
17031580200,chicago,2159,53.99,95.8954213,-41.9054213
17031580300,chicago,684,30.39,92.9287456,-62.5387456
17031580400,chicago,4337,76.52,91.37090219,-14.85090219
17031580501,chicago,2347,56.29,58.4800867,-2.190086697
17031580502,chicago,2534,58.49,84.01517204,-25.52517204
17031580600,chicago,2336,56.16,49.30913032,6.850869683
17031580700,chicago,2206,54.57,62.19181794,-7.621817936
17031580800,chicago,884,34.55,46.35600108,-11.80600108
17031590500,chicago,2674,60.08,64.33215931,-4.252159306
17031590600,chicago,1673,47.53,28.1360065,19.3939935
17031590700,chicago,1795,49.23,87.45597399,-38.22597399
17031600400,chicago,1419,43.77,63.81739366,-20.04739366
17031600600,chicago,1045,37.56,84.8685993,-47.3085993
17031600700,chicago,1568,46.01,85.42400433,-39.41400433
17031600900,chicago,1412,43.66,55.3237605,-11.6637605
17031610300,chicago,2460,57.63,98.69953942,-41.06953942
17031610400,chicago,718,31.13,65.79517746,-34.66517746
17031610800,chicago,740,31.61,68.04389054,-36.43389054
17031611200,chicago,1084,38.26,72.25684096,-33.99684096
17031611300,chicago,1926,50.99,79.95123273,-28.96123273
17031611400,chicago,1374,43.07,46.39664048,-3.326640477
17031611500,chicago,1686,47.71,81.45489027,-33.74489027
17031611600,chicago,827,33.41,30.95367109,2.456328908
17031611700,chicago,947,35.76,21.71498239,14.04501761
17031611800,chicago,926,35.36,25.9685722,9.391427797
17031611900,chicago,1156,39.51,24.16689244,15.34310756
17031612000,chicago,604,28.56,14.00704416,14.55295584
17031612100,chicago,612,28.74,14.68436738,14.05563262
17031612200,chicago,1288,41.7,78.25792468,-36.55792468
17031620100,chicago,3451,68.26,74.95258737,-6.692587375
17031620200,chicago,2245,55.05,86.46708209,-31.41708209
17031620300,chicago,2522,58.35,51.13790301,7.212096993
17031620400,chicago,2008,52.07,30.60146302,21.46853698
17031630300,chicago,4238,75.64,97.01977784,-21.37977784
17031630400,chicago,3945,72.98,56.73259279,16.24740721
17031630500,chicago,2705,60.43,52.09970198,8.330298022
17031630600,chicago,2955,63.16,90.27363858,-27.11363858
17031630800,chicago,3347,67.22,54.93091303,12.28908697
17031630900,chicago,2446,57.47,53.04795448,4.422045516
17031640100,chicago,499,25.96,57.97886752,-32.01886752
17031640300,chicago,1885,50.45,65.75453807,-15.30453807
17031640400,chicago,1026,37.22,85.45109726,-48.23109726
17031640500,chicago,1005,36.84,47.57518288,-10.73518288
17031640600,chicago,1432,43.97,49.05174749,-5.081747494
17031640700,chicago,1077,38.13,52.53318884,-14.40318884
17031640800,chicago,579,27.96,80.99431048,-53.03431048
17031650100,chicago,2676,60.11,63.04524519,-2.935245191
17031650200,chicago,2368,56.54,82.36250339,-25.82250339
17031650301,chicago,1623,46.81,65.15849363,-18.34849363
17031650302,chicago,2409,57.03,57.4911948,-0.461194798
17031650400,chicago,2129,53.61,56.09590897,-2.485908968
17031650500,chicago,2075,52.93,98.0222162,-45.0922162
17031660301,chicago,1145,39.32,52.60092116,-13.28092116
17031660302,chicago,2637,59.67,41.31671634,18.35328366
17031660400,chicago,2903,62.6,36.64318613,25.95681387
17031660500,chicago,2137,53.71,58.71037659,-5.000376592
17031660600,chicago,2693,60.3,55.20184232,5.098157681
17031660700,chicago,1179,39.9,70.56353292,-30.66353292
17031660800,chicago,2242,55.02,31.03494988,23.98505012
17031660900,chicago,1962,51.47,53.12923327,-1.65923327
17031661000,chicago,2450,57.51,82.91790843,-25.40790843
17031661100,chicago,2307,55.81,51.5578434,4.252156597
17031670100,chicago,770,32.24,23.8011379,8.438862097
17031670200,chicago,695,30.63,25.44026009,5.189739908
17031670300,chicago,805,32.97,42.6984557,-9.728455703
17031670400,chicago,739,31.59,22.31102682,9.278973178
17031670500,chicago,694,30.61,38.49905175,-7.889051747
17031670600,chicago,664,29.94,5.066377675,24.87362232
17031670700,chicago,765,32.14,29.03007315,3.109926849
17031670800,chicago,641,29.42,25.98211867,3.437881333
17031670900,chicago,520,26.5,10.79653211,15.70346789
17031671100,chicago,420,23.81,41.66892441,-17.85892441
17031671200,chicago,585,28.1,41.28962341,-13.18962341
17031671300,chicago,787,32.6,19.95394202,12.64605798
