GEOID,City,SR_point_count,311_SRI_score,SNI_score,ES_score
47037018411,nashville,380,24.78,36.68382552,-11.90382552
47037018412,nashville,334,23.23,63.42454619,-40.19454619
47037018801,nashville,3383,73.94,78.33920347,-4.399203468
47037018803,nashville,1125,42.64,82.30831753,-39.66831753
47037018804,nashville,2172,59.25,16.29639664,42.95360336
47037018901,nashville,1253,45,93.18612842,-48.18612842
47037018902,nashville,1265,45.21,20.02167434,25.18832566
47037018904,nashville,1860,54.83,46.97913844,7.850861555
47037018905,nashville,843,36.91,0.338661609,36.57133839
47037019003,nashville,1658,51.76,38.24166892,13.51833108
47037019004,nashville,2174,59.27,55.22893525,4.041064752
47037019007,nashville,1237,44.71,82.83662964,-38.12662964
47037019008,nashville,1614,51.07,14.80628556,36.26371444
47037019105,nashville,1470,48.74,54.18585749,-5.445857491
47037019106,nashville,1356,46.81,21.55242482,25.25757518
47037019108,nashville,685,33.27,45.6651314,-12.3951314
47037019109,nashville,2492,63.46,4.524519101,58.9354809
47037019110,nashville,1726,52.81,47.37198591,5.438014088
47037019111,nashville,1541,49.9,48.30669195,1.593308047
47037019112,nashville,1912,55.59,35.22080737,20.36919263
47037019115,nashville,193,17.66,13.09943105,4.560568952
47037019116,nashville,1679,52.09,34.93633162,17.15366838
47037019117,nashville,581,30.64,27.05228935,3.587710648
47037019118,nashville,573,30.43,4.538065565,25.89193444
47037019119,nashville,665,32.78,39.65050122,-6.870501219
47037019120,nashville,189,17.48,36.15551341,-18.67551341
47037019121,nashville,245,19.9,2.451910051,17.44808995
47037019200,nashville,3607,76.35,75.91438635,0.435613655
47037019300,nashville,1105,42.26,96.43727987,-54.17727987
47037019401,nashville,2408,62.38,95.69222433,-33.31222433
47037019402,nashville,2692,65.96,95.04199404,-29.08199404
47037019501,nashville,1803,53.98,94.2969385,-40.3169385
47037019502,nashville,1769,53.47,98.94337578,-45.47337578
47037019503,nashville,4144,81.83,98.95692224,-17.12692224
47037019600,nashville,2009,56.98,97.18233541,-40.20233541
47037980100,nashville,173,16.72,98.97046871,-82.25046871
47037980200,nashville,219,18.81,99.86453536,-81.05453536
22071000100,new_orleans,2026,72.58,39.43375779,33.14624221
22071000200,new_orleans,838,46.68,41.46572745,5.214272555
22071000300,new_orleans,717,43.18,32.60633975,10.57366025
22071000400,new_orleans,1656,65.62,39.97561636,25.64438364
22071000601,new_orleans,199,22.75,9.38769981,13.36230019
22071000602,new_orleans,1188,55.58,16.58087239,38.99912761
22071000603,new_orleans,576,38.7,32.55215389,6.147846112
22071000604,new_orleans,1320,58.58,43.97182335,14.60817665
22071000605,new_orleans,898,48.32,41.35735573,6.96264427
22071000606,new_orleans,2543,81.31,37.06312652,44.24687348
22071000607,new_orleans,2591,82.08,5.757247358,76.32275264
22071000611,new_orleans,1268,57.42,3.088593877,54.33140612
22071000612,new_orleans,1067,52.67,7.111893796,45.5581062
22071000615,new_orleans,1049,52.23,37.52370631,14.70629369
22071000616,new_orleans,1965,71.48,11.74478461,59.73521539
22071000617,new_orleans,620,40.15,15.42942292,24.72057708
22071000618,new_orleans,2260,76.66,28.63722568,48.02277432
22071000619,new_orleans,763,44.54,47.00623137,-2.466231374
22071000620,new_orleans,77,14.15,66.3505825,-52.2005825
22071000701,new_orleans,1198,55.81,9.496071525,46.31392847
22071000702,new_orleans,1482,62.08,48.97046871,13.10953129
22071000800,new_orleans,1699,66.46,43.38932539,23.07067461
22071000901,new_orleans,864,47.4,6.6919534,40.7080466
22071000902,new_orleans,978,50.43,1.381739366,49.04826063
22071000903,new_orleans,1017,51.42,20.53643999,30.88356001
22071000904,new_orleans,1100,53.48,24.11270658,29.36729342
22071001100,new_orleans,1393,60.18,92.91519913,-32.73519913
22071001200,new_orleans,1456,61.53,89.60986183,-28.07986183
22071001301,new_orleans,1407,60.48,59.14386345,1.336136548
22071001302,new_orleans,664,41.55,14.73855324,26.81144676
22071001401,new_orleans,877,47.75,32.34895692,15.40104308
22071001402,new_orleans,1317,58.52,8.331075589,50.18892441
22071001500,new_orleans,895,48.24,96.0850718,-47.8450718
22071001600,new_orleans,49,11.29,3.413709022,7.876290978
22071001701,new_orleans,1112,53.77,48.29314549,5.476854511
22071001702,new_orleans,1458,61.57,59.75345435,1.816545652
22071001720,new_orleans,2920,87.13,92.86101328,-5.731013276
22071001723,new_orleans,3846,100,25.35898131,74.64101869
22071001724,new_orleans,3276,92.29,64.73855324,27.55144676
22071001736,new_orleans,675,41.89,78.29856407,-36.40856407
22071001737,new_orleans,1967,71.52,16.98726632,54.53273368
22071001739,new_orleans,1624,64.98,24.51910051,40.46089949
22071001740,new_orleans,2543,81.31,29.80222162,51.50777838
22071001741,new_orleans,896,48.27,12.89623408,35.37376592
22071001743,new_orleans,999,50.97,20.2655107,30.7044893
22071001744,new_orleans,1850,69.36,28.75914386,40.60085614
22071001745,new_orleans,2844,85.99,19.26307234,66.72692766
22071001746,new_orleans,2960,87.73,19.57464102,68.15535898
22071001747,new_orleans,3203,91.26,69.71010566,21.54989434
22071001748,new_orleans,3214,91.42,31.7122731,59.7077269
22071001749,new_orleans,944,49.54,2.140341371,47.39965863
22071001750,new_orleans,746,44.04,36.90056895,7.139431048
22071001751,new_orleans,714,43.09,94.35112436,-51.26112436
22071001752,new_orleans,1980,71.75,13.5735573,58.1764427
22071001753,new_orleans,1653,65.56,11.785424,53.774576
22071001754,new_orleans,2139,74.58,19.41208345,55.16791655
22071001755,new_orleans,2762,84.74,28.59658629,56.14341371
22071001756,new_orleans,725,43.42,25.37252777,18.04747223
22071001757,new_orleans,745,44.01,4.42969385,39.58030615
22071001758,new_orleans,1691,66.31,50.29802222,16.01197778
22071001800,new_orleans,1011,51.27,84.90923869,-33.63923869
22071001900,new_orleans,1028,51.7,72.56840965,-20.86840965
22071002000,new_orleans,804,45.72,52.38417773,-6.66417773
22071002100,new_orleans,562,38.23,20.29260363,17.93739637
22071002200,new_orleans,762,44.51,7.260904904,37.2490951
22071002300,new_orleans,1583,64.16,96.89785966,-32.73785966
22071002401,new_orleans,1104,53.58,31.22460038,22.35539962
22071002402,new_orleans,1566,63.81,35.99295584,27.81704416
22071002501,new_orleans,1224,56.41,11.01327554,45.39672446
22071002502,new_orleans,1202,55.9,5.662422108,50.23757789
22071002503,new_orleans,1206,56,16.14738553,39.85261447
22071002504,new_orleans,1418,60.72,21.18667028,39.53332972
22071002600,new_orleans,763,44.54,88.07911135,-43.53911135
22071002700,new_orleans,1150,54.68,58.37171498,-3.691714982
22071002800,new_orleans,727,43.48,44.75751829,-1.277518288
22071002900,new_orleans,912,48.7,50.9888919,-2.288891899
22071003000,new_orleans,715,43.12,13.77675427,29.34324573
22071003100,new_orleans,603,39.6,17.62395015,21.97604985
22071003301,new_orleans,1485,62.14,6.786778651,55.35322135
22071003302,new_orleans,1928,70.8,5.418585749,65.38141425
22071003303,new_orleans,978,50.43,8.033053373,42.39694663
22071003304,new_orleans,1196,55.76,8.317529125,47.44247088
22071003307,new_orleans,638,40.73,5.60823625,35.12176375
22071003308,new_orleans,1646,65.42,64.9417502,0.478249797
22071003400,new_orleans,1037,51.93,76.29368735,-24.36368735
22071003500,new_orleans,706,42.84,21.59306421,21.24693579
22071003600,new_orleans,875,47.7,63.61419669,-15.91419669
22071003701,new_orleans,803,45.69,36.69737199,8.992628014
22071003702,new_orleans,1959,71.37,79.27390951,-7.90390951
22071003800,new_orleans,854,47.12,83.03982661,-35.91982661
22071003900,new_orleans,1006,51.14,88.60742346,-37.46742346
22071004000,new_orleans,1499,62.43,52.57382823,9.856171769
22071004100,new_orleans,1356,59.38,43.17258196,16.20741804
22071004401,new_orleans,1590,64.3,63.08588458,1.214115416
22071004402,new_orleans,53,11.74,3.007315091,8.732684909
22071004500,new_orleans,1902,70.32,69.89975616,0.420243836
22071004600,new_orleans,2188,75.43,60.62042807,14.80957193
22071004800,new_orleans,25,8.06,7.369276619,0.690723381
22071004900,new_orleans,1449,61.38,99.67488486,-38.29488486
22071005000,new_orleans,1213,56.16,98.61826063,-42.45826063
22071005400,new_orleans,1595,64.4,96.77594148,-32.37594148
22071005500,new_orleans,1901,70.31,86.07423462,-15.76423462
22071005601,new_orleans,1601,64.52,9.617989705,54.9020103
22071005602,new_orleans,1692,66.33,15.37523706,50.95476294
22071005603,new_orleans,972,50.27,9.672175562,40.59782444
22071005604,new_orleans,1064,52.6,58.49363316,-5.893633162
22071006000,new_orleans,347,30.04,94.08019507,-64.04019507
22071006300,new_orleans,1480,62.03,86.30452452,-24.27452452
22071006400,new_orleans,2043,72.88,57.53183419,15.34816581
22071006500,new_orleans,2282,77.03,87.56434571,-10.53434571
22071006900,new_orleans,201,22.86,60.59333514,-37.73333514
22071007000,new_orleans,415,32.85,93.97182335,-61.12182335
22071007101,new_orleans,777,44.95,95.86832837,-50.91832837
22071007200,new_orleans,1013,51.32,73.05608236,-21.73608236
22071007501,new_orleans,1697,66.43,53.9555676,12.4744324
22071007502,new_orleans,1551,63.5,34.43511244,29.06488756
22071007604,new_orleans,1096,53.38,45.16391222,8.216087781
22071007605,new_orleans,893,48.19,71.49823896,-23.30823896
22071007607,new_orleans,1507,62.6,24.39718234,38.20281766
22071007608,new_orleans,826,46.34,9.252235167,37.08776483
22071007700,new_orleans,849,46.98,99.25494446,-52.27494446
22071007800,new_orleans,1015,51.37,48.4421566,2.927843403
22071008200,new_orleans,1141,54.47,81.14332159,-26.67332159
22071008300,new_orleans,965,50.09,48.03576267,2.054237334
22071008400,new_orleans,710,42.97,76.56461664,-33.59461664
22071008500,new_orleans,994,50.84,31.04849634,19.79150366
22071008600,new_orleans,700,42.66,50.54185857,-7.881858575
22071008800,new_orleans,1300,58.14,27.03874289,31.10125711
22071009000,new_orleans,1535,63.18,77.06583582,-13.88583582
22071009100,new_orleans,1371,59.71,48.99756164,10.71243836
22071009200,new_orleans,872,47.62,20.59062585,27.02937415
22071009400,new_orleans,938,49.39,54.30777567,-4.917775671
22071009600,new_orleans,1195,55.74,70.88864806,-15.14864806
22071009700,new_orleans,1184,55.48,64.49471688,-9.014716879
22071009900,new_orleans,3702,98.11,91.47927391,6.63072609
22071010000,new_orleans,1149,54.66,56.35329179,-1.693291791
22071010100,new_orleans,1469,61.8,68.26063397,-6.460633975
22071010200,new_orleans,1324,58.67,59.57735031,-0.907350312
22071010300,new_orleans,1440,61.19,46.01733947,15.17266053
22071010600,new_orleans,976,50.38,38.81062043,11.56937957
22071010700,new_orleans,1508,62.62,71.29504199,-8.675041994
22071010800,new_orleans,1543,63.34,51.92359794,11.41640206
22071010900,new_orleans,3044,88.96,70.95638038,18.00361962
22071011100,new_orleans,1398,60.29,87.27986995,-26.98986995
22071011200,new_orleans,1252,57.06,14.03413709,43.02586291
22071011400,new_orleans,1719,66.85,67.44784611,-0.597846112
22071011500,new_orleans,1598,64.46,26.37496613,38.08503387
22071011600,new_orleans,1319,58.56,57.04416147,1.515838526
22071011700,new_orleans,2971,87.89,40.77485776,47.11514224
22071011900,new_orleans,1671,65.91,8.629097805,57.28090219
22071012000,new_orleans,1149,54.66,60.44432403,-5.784324031
22071012101,new_orleans,1735,67.17,24.31590355,42.85409645
22071012102,new_orleans,1001,51.02,84.46220536,-33.44220536
22071012200,new_orleans,1984,71.82,61.24356543,10.57643457
22071012300,new_orleans,1768,67.8,19.94039556,47.85960444
22071012400,new_orleans,1776,67.95,9.712814955,58.23718504
22071012500,new_orleans,1445,61.3,44.12083446,17.17916554
22071012600,new_orleans,1689,66.27,80.3440802,-14.0740802
22071012700,new_orleans,2201,75.65,39.42021132,36.22978868
22071012800,new_orleans,1788,68.18,63.49227852,4.687721485
22071012900,new_orleans,1120,53.96,86.0065023,-32.0465023
22071013000,new_orleans,1124,54.06,52.31644541,1.743554592
22071013100,new_orleans,984,50.58,14.88756435,35.69243565
22071013200,new_orleans,1940,71.02,78.04118125,-7.021181252
22071013301,new_orleans,2164,75.01,27.09292875,47.91707125
22071013302,new_orleans,1236,56.69,42.87455974,13.81544026
22071013400,new_orleans,1102,53.53,99.97290707,-46.44290707
22071013501,new_orleans,1072,52.79,96.61338391,-43.82338391
22071013502,new_orleans,1056,52.4,94.0666486,-41.6666486
22071013600,new_orleans,660,41.43,57.43700894,-16.00700894
22071013701,new_orleans,668,41.68,84.6383094,-42.9583094
22071013702,new_orleans,315,28.62,84.76022758,-56.14022758
22071013800,new_orleans,592,39.23,34.84150637,4.388493633
22071013900,new_orleans,988,50.68,99.55296668,-48.87296668
22071014000,new_orleans,692,42.42,82.15930642,-39.73930642
22071014101,new_orleans,769,44.72,21.17312381,23.54687619
22071014102,new_orleans,298,27.84,39.71823354,-11.87823354
22071014200,new_orleans,1975,71.66,89.90788404,-18.24788404
22071014300,new_orleans,577,38.73,29.49065294,9.23934706
22071014400,new_orleans,1360,59.47,96.64047684,-37.17047684
22071014500,new_orleans,10,5.1,90.16526687,-85.06526687
22071980000,new_orleans,71,13.59,31.30587917,-17.71587917
22071980100,new_orleans,34,9.4,37.11731238,-27.71731238
22071990000,new_orleans,0,0,33.05337307,-33.05337307
36005000100,new_york,44,3.87,11.71769168,-7.847691682
36005000200,new_york,1966,25.85,1.070170685,24.77982931
36005000400,new_york,2500,29.15,4.402600921,24.74739908
36005001600,new_york,1417,21.95,16.66215118,5.287848821
36005001901,new_york,1739,24.31,67.1498239,-42.8398239
36005001902,new_york,1862,25.16,87.64562449,-62.48562449
36005001903,new_york,1805,24.77,87.38824167,-62.61824167
36005001904,new_york,0,0,0.189650501,-0.189650501
36005002001,new_york,2144,27,3.616905988,23.38309401
36005002002,new_york,1847,25.06,18.38255215,6.677447846
36005002300,new_york,685,15.26,32.701165,-17.441165
36005002400,new_york,541,13.56,1.015984828,12.54401517
36005002500,new_york,2255,27.69,56.17718775,-28.48718775
36005002701,new_york,2156,27.07,21.66079653,5.409203468
36005002702,new_york,1746,24.36,42.94229206,-18.58229206
36005002800,new_york,1171,19.95,45.20455161,-25.25455161
36005003100,new_york,1841,25.02,51.57138987,-26.55138987
36005003300,new_york,1696,24.01,14.3727987,9.6372013
36005003500,new_york,2810,30.91,24.92549445,5.984505554
36005003700,new_york,673,15.13,1.219181794,13.91081821
36005003800,new_york,1104,19.37,3.969114061,15.40088594
36005003900,new_york,3005,31.96,66.39122189,-34.43122189
36005004001,new_york,547,13.64,20.04876727,-6.408767272
36005004100,new_york,3015,32.01,22.87997833,9.130021674
36005004200,new_york,1138,19.67,55.40503928,-35.73503928
36005004300,new_york,3820,36.04,70.60417231,-34.56417231
36005004400,new_york,1551,22.96,33.75778922,-10.79778922
36005004600,new_york,674,15.14,18.34191276,-3.201912761
36005004800,new_york,1951,25.75,52.69574641,-26.94574641
36005005001,new_york,3412,34.06,22.73096722,11.32903278
36005005002,new_york,3705,35.49,60.30885939,-24.81885939
36005005100,new_york,6310,46.31,88.593877,-42.283877
36005005200,new_york,1344,21.37,42.61717692,-21.24717692
36005005300,new_york,1299,21.01,20.15713899,0.852861013
36005005400,new_york,2458,28.91,75.76537524,-46.85537524
36005005600,new_york,1604,23.35,54.09103224,-30.74103224
36005005902,new_york,2294,27.93,31.72581956,-3.795819561
36005006000,new_york,2053,26.42,61.85315633,-35.43315633
36005006100,new_york,555,13.74,75.45380656,-61.71380656
36005006200,new_york,2702,30.31,35.73557302,-5.425573015
36005006301,new_york,8154,52.65,97.2229748,-44.5729748
36005006302,new_york,656,14.93,53.30533731,-38.37533731
36005006400,new_york,1771,24.54,24.53264698,0.007353021
36005006500,new_york,2910,31.45,75.10159848,-43.65159848
36005006700,new_york,2807,30.89,47.30425359,-16.41425359
36005006800,new_york,1327,21.24,18.72121376,2.518786237
36005006900,new_york,2061,26.47,20.19777838,6.27222162
36005007000,new_york,4155,37.58,42.68490924,-5.104909239
36005007100,new_york,2775,30.71,56.04172311,-25.33172311
36005007200,new_york,1452,22.22,63.03169873,-40.81169873
36005007300,new_york,2604,29.75,41.37090219,-11.62090219
36005007400,new_york,575,13.98,4.565158494,9.414841506
36005007500,new_york,2589,29.67,21.24085614,8.429143863
36005007600,new_york,2970,31.77,60.02438364,-28.25438364
36005007700,new_york,624,14.56,39.05445679,-24.49445679
36005007800,new_york,1998,26.06,62.50338662,-36.44338662
36005007900,new_york,2628,29.89,58.04659984,-28.15659984
36005008300,new_york,2522,29.28,70.52289352,-41.24289352
36005008400,new_york,469,12.63,3.12923327,9.50076673
36005008500,new_york,2775,30.71,47.15524248,-16.44524248
36005008600,new_york,2046,26.37,2.208073693,24.16192631
36005008700,new_york,2964,31.74,35.83039827,-4.090398266
36005008900,new_york,1249,20.61,42.56299106,-21.95299106
36005009000,new_york,2615,29.82,54.55161203,-24.73161203
36005009200,new_york,2784,30.76,93.29450014,-62.53450014
36005009301,new_york,3593,34.95,90.81549716,-55.86549716
36005009302,new_york,1054,18.93,82.22703874,-63.29703874
36005009600,new_york,1468,22.34,77.70251964,-55.36251964
36005009800,new_york,1599,23.31,41.22189109,-17.91189109
36005011000,new_york,1257,20.67,5.445678678,15.22432132
36005011502,new_york,2114,26.81,72.51422379,-45.70422379
36005011701,new_york,863,17.13,55.03928475,-37.90928475
36005011702,new_york,256,9.33,54.89027364,-45.56027364
36005011800,new_york,1263,20.72,33.8797074,-13.1597074
36005011900,new_york,1716,24.15,49.8103495,-25.6603495
36005012101,new_york,1010,18.53,14.67082092,3.859179084
36005012102,new_york,961,18.07,20.82091574,-2.750915741
36005012300,new_york,2199,27.34,45.46193444,-18.12193444
36005012500,new_york,2602,29.74,18.87022487,10.86977513
36005012701,new_york,694,15.36,68.65348144,-53.29348144
36005012901,new_york,2828,31.01,41.08642644,-10.07642644
36005013000,new_york,430,12.09,16.86534814,-4.775348144
36005013100,new_york,2352,28.28,12.59821187,15.68178813
36005013200,new_york,2065,26.49,5.554050393,20.93594961
36005013300,new_york,2127,26.89,17.28528854,9.60471146
36005013500,new_york,1967,25.86,10.34949878,15.51050122
36005013800,new_york,905,17.54,5.621782715,11.91821729
36005014100,new_york,3760,35.75,43.25386074,-7.503860742
36005014300,new_york,1480,22.43,24.43782173,-2.007821729
36005014400,new_york,1488,22.49,14.07477648,8.415223517
36005014500,new_york,2496,29.13,43.727987,-14.597987
36005014701,new_york,5220,42.12,22.21620157,19.90379843
36005014702,new_york,16669,75.28,23.67921972,51.60078028
36005014900,new_york,1861,25.15,41.60119209,-16.45119209
36005015100,new_york,4249,38.01,14.15605527,23.85394473
36005015200,new_york,916,17.65,57.03061501,-39.38061501
36005015300,new_york,1877,25.26,7.721484692,17.53851531
36005015500,new_york,1373,21.6,45.31292333,-23.71292333
36005015700,new_york,5797,44.39,35.03115687,9.358843132
36005015800,new_york,354,10.97,30.5337307,-19.5637307
36005015900,new_york,1434,22.08,43.03711731,-20.95711731
36005016000,new_york,1272,20.79,5.743700894,15.04629911
36005016100,new_york,5306,42.47,71.8233541,-29.3533541
36005016200,new_york,679,15.19,24.6003793,-9.410379301
36005016300,new_york,364,11.12,0.541858575,10.57814143
36005016400,new_york,942,17.89,34.39447304,-16.50447304
36005016500,new_york,1012,18.55,50.63668383,-32.08668383
36005016600,new_york,1080,19.16,48.45570306,-29.29570306
36005016700,new_york,1233,20.47,38.64806286,-18.17806286
36005016900,new_york,2331,28.15,28.1766459,-0.026645895
36005017100,new_york,455,12.44,0.298022216,12.14197778
36005017300,new_york,2328,28.13,36.87347602,-8.743476023
36005017500,new_york,2280,27.84,21.64725007,6.192749932
36005017701,new_york,3466,34.33,29.17908426,5.150915741
36005017702,new_york,3110,32.51,16.3099431,16.2000569
36005017901,new_york,2460,28.92,30.42535898,-1.505358981
36005017902,new_york,2816,30.94,24.95258737,5.987412625
36005018101,new_york,1950,25.75,10.05147656,15.69852344
36005018102,new_york,2275,27.81,70.36033595,-42.55033595
36005018301,new_york,2916,31.48,41.54700623,-10.06700623
36005018302,new_york,2449,28.85,49.22785153,-20.37785153
36005018400,new_york,1183,20.05,61.6364129,-41.5864129
36005018501,new_york,1654,23.71,17.78650772,5.923492279
36005018502,new_york,2615,29.82,26.42915199,3.390848009
36005018900,new_york,15592,72.8,60.29531292,12.50468708
36005019300,new_york,3389,33.94,43.1183961,-9.178396099
36005019400,new_york,1521,22.74,22.8528854,-0.112885397
36005019500,new_york,4895,40.79,67.93551883,-27.14551883
36005019700,new_york,4520,39.2,78.86751558,-39.66751558
36005019900,new_york,6020,45.24,33.41912761,11.82087239
36005020000,new_york,1892,25.36,88.81062043,-63.45062043
36005020100,new_york,3731,35.61,59.49607153,-23.88607153
36005020200,new_york,694,15.36,40.13817394,-24.77817394
36005020400,new_york,1338,21.33,39.7724194,-18.4424194
36005020501,new_york,4306,38.26,24.38363587,13.87636413
36005020502,new_york,1259,20.69,2.573828231,18.11617177
36005020601,new_york,880,17.3,56.00108372,-38.70108372
36005020900,new_york,3695,35.44,54.76835546,-19.32835546
36005021001,new_york,1042,18.82,28.40693579,-9.58693579
36005021002,new_york,2400,28.56,10.25467353,18.30532647
36005021100,new_york,2984,31.85,43.01002438,-11.16002438
36005021200,new_york,351,10.92,17.43429965,-6.514299648
36005021301,new_york,567,13.88,27.35031157,-13.47031157
36005021302,new_york,1914,25.51,13.79030073,11.71969927
36005021501,new_york,1864,25.17,27.946356,-2.776356001
36005021502,new_york,2493,29.11,27.70251964,1.407480358
36005021601,new_york,1767,24.51,55.29666757,-30.78666757
36005021602,new_york,1232,20.46,52.84475752,-32.38475752
36005021700,new_york,4887,40.76,58.91357356,-18.15357356
36005021800,new_york,3752,35.71,64.02059063,-28.31059063
36005021900,new_york,1590,23.25,59.52316445,-36.27316445
36005022000,new_york,1036,18.77,65.29395828,-46.52395828
36005022101,new_york,2503,29.17,45.23164454,-16.06164454
36005022102,new_york,3069,32.3,24.72229748,7.57770252
36005022200,new_york,1696,24.01,75.44026009,-51.43026009
36005022300,new_york,4310,38.28,43.10484963,-4.824849634
36005022401,new_york,1718,24.17,53.69818477,-29.52818477
36005022403,new_york,1118,19.49,45.08263343,-25.59263343
36005022404,new_york,2346,28.24,63.37036034,-35.13036034
36005022500,new_york,4704,39.99,51.24627472,-11.25627472
36005022701,new_york,3241,33.19,36.95475481,-3.764754809
36005022702,new_york,1044,18.84,36.31807098,-17.47807098
36005022703,new_york,531,13.44,44.81170415,-31.37170415
36005022800,new_york,5163,41.89,52.5467353,-10.6567353
36005022901,new_york,3530,34.64,73.01544297,-38.37544297
36005022902,new_york,2745,30.55,14.63018152,15.91981848
36005023000,new_york,1508,22.64,48.94337578,-26.30337578
36005023100,new_york,2250,27.66,76.0092116,-48.3492116
36005023200,new_york,1153,19.8,61.94798158,-42.14798158
36005023301,new_york,3518,34.58,67.32592793,-32.74592793
36005023302,new_york,6011,45.2,30.7233812,14.4766188
36005023501,new_york,3393,33.96,45.48902736,-11.52902736
36005023502,new_york,3104,32.48,61.29775129,-28.81775129
36005023600,new_york,864,17.14,46.6540233,-29.5140233
36005023702,new_york,848,16.98,79.99187212,-63.01187212
36005023703,new_york,2797,30.84,61.98862097,-31.14862097
36005023704,new_york,2441,28.81,32.98564075,-4.175640748
36005023800,new_york,1492,22.52,86.75155784,-64.23155784
36005023900,new_york,8214,52.84,69.41208345,-16.57208345
36005024000,new_york,2791,30.8,33.14819832,-2.34819832
36005024100,new_york,3235,33.16,57.69439176,-24.53439176
36005024300,new_york,2634,29.92,37.46952046,-7.549520455
36005024400,new_york,916,17.65,31.88837713,-14.23837713
36005024501,new_york,3388,33.94,29.85640748,4.083592522
36005024502,new_york,1798,24.72,22.69032782,2.029672176
36005024600,new_york,589,14.15,17.05499865,-2.904998645
36005024700,new_york,1320,21.18,18.08452994,3.095470062
36005024800,new_york,984,18.29,45.84123544,-27.55123544
36005024900,new_york,735,15.81,1.314007044,14.49599296
36005025000,new_york,549,13.66,24.57328637,-10.91328637
36005025100,new_york,4537,39.27,68.78894609,-29.51894609
36005025200,new_york,817,16.67,30.1137903,-13.4437903
36005025300,new_york,4091,37.29,48.27959902,-10.98959902
36005025400,new_york,862,17.12,28.21728529,-11.09728529
36005025500,new_york,4068,37.19,36.46708209,0.722917908
36005025600,new_york,893,17.42,42.35979409,-24.93979409
36005025700,new_york,728,15.73,31.44134381,-15.71134381
36005026100,new_york,827,16.77,21.76916825,-4.999168247
36005026300,new_york,3575,34.86,35.91167705,-1.051677052
36005026400,new_york,1644,23.64,47.6429152,-24.0029152
36005026500,new_york,4199,37.78,71.14603089,-33.36603089
36005026601,new_york,1001,18.45,59.17095638,-40.72095638
36005026602,new_york,2133,26.93,69.64237334,-42.71237334
36005026701,new_york,3509,34.54,41.11351937,-6.573519371
36005026702,new_york,5252,42.25,12.13763208,30.11236792
36005026900,new_york,8321,53.18,75.84665402,-22.66665402
36005027300,new_york,4078,37.23,53.42725549,-16.19725549
36005027401,new_york,1774,24.56,17.20400975,7.355990247
36005027402,new_york,1276,20.83,4.077485776,16.75251422
36005027600,new_york,273,9.63,28.48821458,-18.85821458
36005027700,new_york,4516,39.18,54.34841506,-15.16841506
36005027900,new_york,3552,34.75,37.40178813,-2.651788133
36005028100,new_york,967,18.13,9.143863452,8.986136548
36005028300,new_york,1918,25.53,86.08778109,-60.55778109
36005028400,new_york,381,11.38,61.31129775,-49.93129775
36005028500,new_york,1654,23.71,69.81847738,-46.10847738
36005028600,new_york,565,13.86,40.51747494,-26.65747494
36005028700,new_york,1035,18.76,39.46085072,-20.70085072
36005028800,new_york,1603,23.34,20.83446221,2.505537795
36005028900,new_york,2635,29.93,77.07938228,-47.14938228
36005029301,new_york,375,11.29,13.45163912,-2.161639122
36005029302,new_york,1154,19.81,28.85396911,-9.043969114
36005029500,new_york,2829,31.01,40.17881333,-9.16881333
36005029600,new_york,1337,21.32,60.05147656,-38.73147656
36005029700,new_york,1163,19.88,48.37442428,-28.49442428
36005030000,new_york,2534,29.35,58.00596044,-28.65596044
36005030100,new_york,217,8.59,2.777025196,5.812974804
36005030201,new_york,426,12.03,18.7076673,-6.677667299
36005030202,new_york,140,6.9,5.025738282,1.874261718
36005030701,new_york,1046,18.86,5.581143322,13.27885668
36005030900,new_york,1444,22.16,24.13979951,-1.979799512
36005031000,new_york,878,17.28,37.95719317,-20.67719317
36005031200,new_york,264,9.47,23.88241669,-14.41241669
36005031400,new_york,406,11.75,12.27309672,-0.523096722
36005031600,new_york,1437,22.1,3.237604985,18.86239501
36005031800,new_york,357,11.02,13.54646437,-2.526464373
36005031900,new_york,92,5.59,9.848279599,-4.258279599
36005032300,new_york,2381,28.45,19.98103495,8.46896505
36005032400,new_york,1176,19.99,18.43673801,1.553261989
36005032600,new_york,679,15.19,50.88052018,-35.69052018
36005032800,new_york,1672,23.84,26.46979138,-2.629791384
36005033000,new_york,2808,30.9,75.00677323,-44.10677323
36005033201,new_york,1867,25.19,48.22541317,-23.03541317
36005033202,new_york,2215,27.44,28.44757518,-1.007575183
36005033400,new_york,1026,18.68,39.13573557,-20.45573557
36005033500,new_york,955,18.02,33.90680033,-15.88680033
36005033601,new_york,2204,27.37,13.73611487,13.63388513
36005033602,new_york,461,12.52,3.03440802,9.48559198
36005033700,new_york,838,16.88,53.11568681,-36.23568681
36005033801,new_york,558,13.77,38.18748307,-24.41748307
36005033802,new_york,795,16.44,33.43267407,-16.99267407
36005034000,new_york,1855,25.11,53.80655649,-28.69655649
36005034200,new_york,1115,19.47,31.95610946,-12.48610946
36005034300,new_york,711,15.55,21.43050664,-5.880506638
36005034400,new_york,732,15.77,19.03278244,-3.262782444
36005034500,new_york,1069,19.06,22.77160661,-3.711606611
36005034800,new_york,2170,27.16,34.85505283,-7.695052831
36005035000,new_york,611,14.41,29.23327012,-14.82327012
36005035100,new_york,1338,21.33,30.96721756,-9.637217556
36005035600,new_york,1039,18.79,15.19913303,3.590866974
