city,code,code_type,full_name,standard_category
baltimore,TOD,current_code_flat,Transit-Oriented Development District,mixed-use
baltimore,EC,current_code_flat,Educational Campus District,institutional
baltimore,HC,current_code_flat,Hospital Campus District,institutional
baltimore,T,current_code_flat,Transportation District,other
baltimore,PC-1,current_code_flat,Port Covington Subdistrict 1,mixed-use
baltimore,PC-2,current_code_flat,Port Covington Subdistrict 2,mixed-use
baltimore,PC-3,current_code_flat,Port Covington Subdistrict 3,mixed-use
baltimore,PC-4,current_code_flat,Port Covington Subdistrict 4,mixed-use
chicago,RS1,current_code_flat,Residential Single-Unit (Detached House) District,residential
chicago,RS2,current_code_flat,Residential Single-Unit (Detached House) District,residential
chicago,RS3,current_code_flat,Residential Single-Unit (Detached House) District,residential
chicago,RT3.5,current_code_flat,Residential Two-Flat Townhouse and Multi-Unit District,residential
chicago,RT4,current_code_flat,Residential Two-Flat Townhouse and Multi-Unit District,residential
chicago,RM4.5,current_code_flat,Residential Multi-Unit District,residential
chicago,RM5,current_code_flat,Residential Multi-Unit District,residential
chicago,RM5.5,current_code_flat,Residential Multi-Unit District,residential
chicago,RM6,current_code_flat,Residential Multi-Unit District,residential
chicago,RM6.5,current_code_flat,Residential Multi-Unit District,residential
chicago,B1,current_code_flat,Neighborhood Shopping District,commercial
chicago,B2,current_code_flat,Neighborhood Mixed-Use District,mixed-use
chicago,B3,current_code_flat,Community Shopping District,commercial
chicago,C1,current_code_flat,Neighborhood Commercial District,commercial
chicago,C2,current_code_flat,Motor Vehicle-Related Commercial District,commercial
chicago,DC,current_code_flat,Downtown Core District,mixed-use
chicago,DX,current_code_flat,Downtown Mixed-Use District,mixed-use
chicago,DR,current_code_flat,Downtown Residential District,residential
chicago,DS,current_code_flat,Downtown Service District,commercial
chicago,M1,current_code_flat,Limited Manufacturing/Business Park District,industrial
chicago,PMD,current_code_flat,Planned Manufacturing District,industrial
cincinnati,SF-2,current_code_flat,Single-Family District (2000 sf lot),residential
cincinnati,SF-4,current_code_flat,Single-Family District (4000 sf lot),residential
cincinnati,SF-6,current_code_flat,Single-Family District (6000 sf lot),residential
cincinnati,SF-10,current_code_flat,Single-Family District (10000 sf lot),residential
cincinnati,SF-20,current_code_flat,Single-Family District (20000 sf lot),residential
cincinnati,RMX,current_code_flat,Residential Mixed District,residential
cincinnati,RM-0.7,current_code_flat,Residential Multi-Family District,residential
cincinnati,RM-1.2,current_code_flat,Residential Multi-Family District,residential
cincinnati,RM-2.0,current_code_flat,Residential Multi-Family District,residential
cincinnati,CN,current_code_flat,Neighborhood Commercial District,commercial
cincinnati,CC,current_code_flat,Community Commercial District,commercial
cincinnati,CG,current_code_flat,General Commercial District,commercial
cincinnati,OL,current_code_flat,Office Limited District,commercial
cincinnati,OG,current_code_flat,Office General District,commercial
cincinnati,UM,current_code_flat,Urban Mixed District,mixed-use
cincinnati,DD,current_code_flat,Downtown Development District,mixed-use
cincinnati,RF-R,current_code_flat,Riverfront Residential District,residential
cincinnati,RF-C,current_code_flat,Riverfront Commercial District,commercial
cincinnati,RF-M,current_code_flat,Riverfront Manufacturing District,industrial
cincinnati,PR,current_code_flat,Parks and Recreation District,open_space
cincinnati,IR,current_code_flat,Institutional District,institutional
dallas,A(A),current_code_flat,Agricultural District,open_space
dallas,R-1ac(A),current_code_flat,Single Family 1 Acre District,residential
dallas,R-1/2ac(A),current_code_flat,Single Family 1/2 Acre District,residential
dallas,R-16(A),current_code_flat,Single Family 16000 Square Feet District,residential
dallas,R-13(A),current_code_flat,Single Family 13000 Square Feet District,residential
dallas,R-10(A),current_code_flat,Single Family 10000 Square Feet District,residential
dallas,R-7.5(A),current_code_flat,Single Family 7500 Square Feet District,residential
dallas,R-5(A),current_code_flat,Single Family 5000 Square Feet District,residential
dallas,D,current_code_flat,Duplex District,residential
dallas,TH-1(A),current_code_flat,Townhouse District,residential
dallas,TH-2(A),current_code_flat,Townhouse District,residential
dallas,TH-3(A),current_code_flat,Townhouse District,residential
dallas,CH,current_code_flat,Clustered Housing District,residential
dallas,MF-1(A),current_code_flat,Multifamily District,residential
dallas,MF-2(A),current_code_flat,Multifamily District,residential
dallas,MF-3(A),current_code_flat,Multifamily District,residential
dallas,MF-4(A),current_code_flat,Multifamily District,residential
dallas,MH(A),current_code_flat,Mobile Home District,residential
dallas,MU-2,current_code_flat,Mixed Use District,mixed-use
dallas,MU-3,current_code_flat,Mixed Use District,mixed-use
indianapolis,D-A,current_code_flat,Agricultural Dwelling District,open_space
indianapolis,D-S,current_code_flat,Dwelling Suburban District,residential
indianapolis,D-1,current_code_flat,Dwelling District One,residential
indianapolis,D-2,current_code_flat,Dwelling District Two,residential
indianapolis,D-3,current_code_flat,Dwelling District Three,residential
indianapolis,D-4,current_code_flat,Dwelling District Four,residential
indianapolis,D-5,current_code_flat,Dwelling District Five,residential
indianapolis,D-5II,current_code_flat,Dwelling District Five-Two,residential
indianapolis,D-6,current_code_flat,Dwelling District Six,residential
indianapolis,D-6II,current_code_flat,Dwelling District Six-Two,residential
indianapolis,D-7,current_code_flat,Dwelling District Seven,residential
indianapolis,D-8,current_code_flat,Dwelling District Eight,residential
indianapolis,D-9,current_code_flat,Dwelling District Nine,residential
indianapolis,D-10,current_code_flat,Dwelling District Ten,residential
indianapolis,D-11,current_code_flat,Dwelling District Eleven,residential
indianapolis,MU-1,current_code_flat,Mixed Use District One,mixed-use
indianapolis,MU-2,current_code_flat,Mixed Use District Two,mixed-use
indianapolis,MU-3,current_code_flat,Mixed Use District Three,mixed-use
indianapolis,MU-4,current_code_flat,Mixed Use District Four,mixed-use
indianapolis,C-1,current_code_flat,Commercial District One,commercial
indianapolis,C-3,current_code_flat,Commercial District Three,commercial
indianapolis,C-4,current_code_flat,Commercial District Four,commercial
indianapolis,C-5,current_code_flat,Commercial District Five,commercial
indianapolis,C-7,current_code_flat,Commercial District Seven,commercial
indianapolis,I-1,current_code_flat,Industrial District One,industrial
indianapolis,I-2,current_code_flat,Industrial District Two,industrial
indianapolis,I-3,current_code_flat,Industrial District Three,industrial
indianapolis,I-4,current_code_flat,Industrial District Four,industrial
indianapolis,CBD-1,current_code_flat,Central Business District One,mixed-use
indianapolis,CBD-2,current_code_flat,Central Business District Two,mixed-use
indianapolis,CBD-3,current_code_flat,Central Business District Three,mixed-use
kansas_city,R-80,current_code_flat,Residential 80,residential
kansas_city,R-10,current_code_flat,Residential 10,residential
kansas_city,R-7.5,current_code_flat,Residential 7.5,residential
kansas_city,R-6,current_code_flat,Residential 6,residential
kansas_city,R-5,current_code_flat,Residential 5,residential
kansas_city,R-2.5,current_code_flat,Residential 2.5,residential
kansas_city,R-1.5,current_code_flat,Residential 1.5,residential
kansas_city,R-0.75,current_code_flat,Residential 0.75,residential
kansas_city,R-0.5,current_code_flat,Residential 0.5,residential
kansas_city,R-0.3,current_code_flat,Residential 0.3,residential
kansas_city,O,current_code_flat,Office District,commercial
kansas_city,B1,current_code_flat,Neighborhood Business 1 District,commercial
kansas_city,B2,current_code_flat,Neighborhood Business 2 District,commercial
kansas_city,B3,current_code_flat,Community Business District,commercial
kansas_city,B4,current_code_flat,Heavy Business/Commercial District,commercial
los_angeles,R1,current_code_flat,One-Family Zone,residential
los_angeles,R2,current_code_flat,Two-Family Zone,residential
los_angeles,RD,current_code_flat,Restricted Density Multiple Dwelling Zone,residential
los_angeles,R3,current_code_flat,Multiple Dwelling Zone,residential
los_angeles,R4,current_code_flat,Multiple Dwelling Zone (High Density),residential
los_angeles,R5,current_code_flat,Multiple Dwelling Zone (Highest Density),residential
los_angeles,C1,current_code_flat,Limited Commercial Zone,commercial
los_angeles,C1.5,current_code_flat,Limited Commercial Zone,commercial
los_angeles,C2,current_code_flat,Commercial Zone,commercial
los_angeles,C4,current_code_flat,Commercial Zone,commercial
los_angeles,C5,current_code_flat,Central Commercial Zone,commercial
los_angeles,MR1,current_code_flat,Restricted Industrial Zone,industrial
los_angeles,MR2,current_code_flat,Restricted Industrial Zone,industrial
los_angeles,M1,current_code_flat,Limited Industrial Zone,industrial
los_angeles,M2,current_code_flat,Light Industrial Zone,industrial
los_angeles,M3,current_code_flat,Heavy Industrial Zone,industrial
nashville,AG,current_code_flat,Agricultural District,open_space
nashville,AR2a,current_code_flat,Agricultural District (2 acre minimum),open_space
nashville,RS80,current_code_flat,Single-Family Residential District,residential
nashville,RS40,current_code_flat,Single-Family Residential District,residential
nashville,RS30,current_code_flat,Single-Family Residential District,residential
nashville,RS20,current_code_flat,Single-Family Residential District,residential
nashville,RS15,current_code_flat,Single-Family Residential District,residential
nashville,RS10,current_code_flat,Single-Family Residential District,residential
nashville,RS7.5,current_code_flat,Single-Family Residential District,residential
nashville,RS5,current_code_flat,Single-Family Residential District,residential
nashville,RS3.75,current_code_flat,Single-Family Residential District,residential
nashville,R80,current_code_flat,One- and Two-Family Residential District,residential
nashville,R40,current_code_flat,One- and Two-Family Residential District,residential
nashville,R30,current_code_flat,One- and Two-Family Residential District,residential
nashville,R20,current_code_flat,One- and Two-Family Residential District,residential
nashville,R15,current_code_flat,One- and Two-Family Residential District,residential
nashville,R10,current_code_flat,One- and Two-Family Residential District,residential
nashville,R8,current_code_flat,One- and Two-Family Residential District,residential
nashville,R6,current_code_flat,One- and Two-Family Residential District,residential
nashville,RM2,current_code_flat,Multi-Family Residential District,residential
nashville,RM4,current_code_flat,Multi-Family Residential District,residential
nashville,RM6,current_code_flat,Multi-Family Residential District,residential
nashville,RM9,current_code_flat,Multi-Family Residential District,residential
nashville,RM15,current_code_flat,Multi-Family Residential District,residential
nashville,RM20,current_code_flat,Multi-Family Residential District,residential
nashville,RM40,current_code_flat,Multi-Family Residential District,residential
nashville,RM60,current_code_flat,Multi-Family Residential District,residential
nashville,RM80,current_code_flat,Multi-Family Residential District,residential
nashville,RM100,current_code_flat,Multi-Family Residential District,residential
nashville,MHP,current_code_flat,Mobile Home Park District,residential
nashville,MUN,current_code_flat,Mixed Use Neighborhood District,mixed-use
nashville,MUL,current_code_flat,Mixed Use Limited District,mixed-use
nashville,MUG,current_code_flat,Mixed Use General District,mixed-use
nashville,MUI,current_code_flat,Mixed Use Intensive District,mixed-use
nashville,OR20,current_code_flat,Office and Residential District,mixed-use
nashville,OR40,current_code_flat,Office and Residential District,mixed-use
nashville,ORI,current_code_flat,Office and Residential Intensive District,mixed-use
nashville,ON,current_code_flat,Office Neighborhood District,commercial
nashville,OL,current_code_flat,Office Limited District,commercial
nashville,OG,current_code_flat,Office General District,commercial
nashville,CN,current_code_flat,Commercial Neighborhood District,commercial
nashville,CL,current_code_flat,Commercial Limited District,commercial
nashville,CS,current_code_flat,Commercial Service District,commercial
nashville,CA,current_code_flat,Commercial Attraction District,commercial
nashville,CF,current_code_flat,Core Frame District,commercial
nashville,DTC,current_code_flat,Downtown Code District,mixed-use
nashville,SCN,current_code_flat,Shopping Center Neighborhood District,commercial
nashville,SCC,current_code_flat,Shopping Center Community District,commercial
nashville,SCR,current_code_flat,Shopping Center Regional District,commercial
nashville,IWD,current_code_flat,Industrial Warehousing/Distribution District,industrial
nashville,IR,current_code_flat,Industrial Restrictive District,industrial
nashville,IG,current_code_flat,Industrial General District,industrial
san_diego,OC,current_code_flat,Open Space Base Zone,open_space
san_diego,OF,current_code_flat,Open Space Base Zone,open_space
san_diego,OS,current_code_flat,Open Space Base Zone,open_space
san_diego,AG,current_code_flat,Agricultural Base Zone,open_space
san_diego,AR,current_code_flat,Agricultural-Residential Base Zone,open_space
san_diego,RS,current_code_flat,Residential Single-Family Base Zone,residential
san_diego,RT,current_code_flat,Residential Two-Family/Townhouse Base Zone,residential
san_diego,RM,current_code_flat,Residential Multiple-Family Base Zone,residential
san_diego,CN,current_code_flat,Commercial Neighborhood Base Zone,commercial
san_diego,CR,current_code_flat,Commercial Recreation Base Zone,commercial
san_diego,CO,current_code_flat,Commercial Office Base Zone,commercial
san_diego,CV,current_code_flat,Commercial Visitor Base Zone,commercial
san_diego,CP,current_code_flat,Commercial Professional Base Zone,commercial
san_diego,CC,current_code_flat,Commercial Community Base Zone,commercial
san_diego,IP,current_code_flat,Industrial Park Base Zone,industrial
san_diego,IL,current_code_flat,Industrial Light Base Zone,industrial
san_diego,IH,current_code_flat,Industrial Heavy Base Zone,industrial
san_diego,IS,current_code_flat,Industrial Service Base Zone,industrial
san_diego,RMX,current_code_flat,Residential-Mixed Use Base Zone,mixed-use
san_diego,EMX,current_code_flat,Employment-Mixed Use Base Zone,mixed-use
seattle,NR,current_code_flat,Neighborhood Residential,residential
seattle,SF 5000,current_code_flat,Single-Family (5000 sf lot),residential
seattle,SF 7200,current_code_flat,Single-Family (7200 sf lot),residential
seattle,SF 9600,current_code_flat,Single-Family (9600 sf lot),residential
seattle,LR1,current_code_flat,Lowrise Multifamily 1,residential
seattle,LR2,current_code_flat,Lowrise Multifamily 2,residential
seattle,LR3,current_code_flat,Lowrise Multifamily 3,residential
seattle,MR,current_code_flat,Midrise Multifamily,residential
seattle,HR,current_code_flat,Highrise Multifamily,residential
seattle,RC,current_code_flat,Residential-Commercial,mixed-use
seattle,NC1,current_code_flat,Neighborhood Commercial 1,commercial
seattle,NC2,current_code_flat,Neighborhood Commercial 2,commercial
seattle,NC3,current_code_flat,Neighborhood Commercial 3,commercial
seattle,C1,current_code_flat,Commercial 1,commercial
seattle,SM,current_code_flat,Seattle Mixed,mixed-use
seattle,MPC-YT,current_code_flat,Master Planned Community - Yesler Terrace,mixed-use
seattle,DOC1,current_code_flat,Downtown Office Core 1,mixed-use
seattle,DOC2,current_code_flat,Downtown Office Core 2,mixed-use
seattle,DMC,current_code_flat,Downtown Mixed Commercial,mixed-use
seattle,DMR,current_code_flat,Downtown Mixed Residential,mixed-use
seattle,PSM,current_code_flat,Pioneer Square Mixed,mixed-use
seattle,IDM,current_code_flat,International District Mixed,mixed-use
seattle,IDR,current_code_flat,International District Residential,residential
seattle,DH1,current_code_flat,Downtown Harborfront 1,mixed-use
seattle,DH2,current_code_flat,Downtown Harborfront 2,mixed-use
seattle,PMM,current_code_flat,Pike Market Mixed,mixed-use
seattle,IG1,current_code_flat,General Industrial 1,industrial
seattle,IG2,current_code_flat,General Industrial 2,industrial
seattle,IB,current_code_flat,Industrial Buffer,industrial
seattle,MML,current_code_flat,Maritime Manufacturing and Logistics,industrial
new_york,R1,current_code_flat,Residence District (Low Density),residential
new_york,R2,current_code_flat,Residence District (Low Density),residential
new_york,R3,current_code_flat,Residence District (Low-Medium Density),residential
new_york,R4,current_code_flat,Residence District (Medium Density),residential
new_york,R5,current_code_flat,Residence District (Medium Density),residential
new_york,R6,current_code_flat,Residence District (Medium-High Density),residential
new_york,R7,current_code_flat,Residence District (High Density),residential
new_york,R8,current_code_flat,Residence District (High Density),residential
new_york,R9,current_code_flat,Residence District (High Density),residential
new_york,R10,current_code_flat,Residence District (Highest Density),residential
new_york,R11,current_code_flat,Residence District (Highest Density),residential
new_york,R12,current_code_flat,Residence District (Highest Density),residential
new_york,C2,current_code_flat,Commercial District (Local Retail/Service),commercial
new_york,C3,current_code_flat,Waterfront Recreation District,open_space
new_york,C4,current_code_flat,General Commercial District (Regional Center),mixed-use
new_york,C5,current_code_flat,Central Commercial District,commercial
new_york,C6,current_code_flat,General Central Commercial District,mixed-use
new_york,C7,current_code_flat,Commercial Amusement District,other
new_york,C8,current_code_flat,General Service Commercial District,commercial
new_york,M2,current_code_flat,Medium Manufacturing District,industrial
new_york,M3,current_code_flat,Heavy Manufacturing District,industrial
new_york,MX,current_code_flat,Special Mixed Use District,mixed-use
cincinnati,T3E,current_code_flat,T3 Estate (Cincinnati Form-Based Code Transect Zone),residential
cincinnati,T3N,current_code_flat,T3 Neighborhood (Cincinnati Form-Based Code Transect Zone),residential
cincinnati,T4N.MF,current_code_flat,T4 Neighborhood Medium Footprint (Cincinnati Form-Based Code Transect Zone),residential
cincinnati,T4N.SF,current_code_flat,T4 Neighborhood Small Footprint (Cincinnati Form-Based Code Transect Zone),residential
cincinnati,T5MS,current_code_flat,T5 Main Street (Cincinnati Form-Based Code Transect Zone),mixed-use
cincinnati,T5N.LS,current_code_flat,T5 Neighborhood Large Setback (Cincinnati Form-Based Code Transect Zone),residential
cincinnati,T5F,current_code_flat,T5 Flex (Cincinnati Form-Based Code Transect Zone),mixed-use
cincinnati,T6C,current_code_flat,T6 Core (Cincinnati Form-Based Code Transect Zone),mixed-use
minneapolis,R1,legacy_code_flat,Single-family District (Chapter 521 - pre-2023),residential
minneapolis,R1A,legacy_code_flat,Single-family District (Chapter 521 - pre-2023),residential
minneapolis,R2,legacy_code_flat,Two-family District (Chapter 521 - pre-2023),residential
minneapolis,R2B,legacy_code_flat,Two-family District (Chapter 521 - pre-2023),residential
minneapolis,R3,legacy_code_flat,Multiple-family District (Chapter 521 - pre-2023),residential
minneapolis,R4,legacy_code_flat,Multiple-family District (Chapter 521 - pre-2023),residential
minneapolis,R5,legacy_code_flat,Multiple-family District (Chapter 521 - pre-2023),residential
minneapolis,R6,legacy_code_flat,Multiple-family District (Chapter 521 - pre-2023),residential
minneapolis,OR1,legacy_code_flat,Neighborhood Office Residence District (Chapter 521 - pre-2023),mixed-use
minneapolis,OR2,legacy_code_flat,High Density Office Residence District (Chapter 521 - pre-2023),mixed-use
minneapolis,C1,legacy_code_flat,Neighborhood Commercial District (Chapter 521 - pre-2023),commercial
minneapolis,C2,legacy_code_flat,Neighborhood Corridor Commercial District (Chapter 521 - pre-2023),commercial
minneapolis,C3A,legacy_code_flat,Community Activity Center District (Chapter 521 - pre-2023),commercial
minneapolis,C3S,legacy_code_flat,Community Shopping Center District (Chapter 521 - pre-2023),commercial
minneapolis,C4,legacy_code_flat,General Commercial District (Chapter 521 - pre-2023),commercial
minneapolis,I1,legacy_code_flat,Light Industrial District (Chapter 521 - pre-2023),industrial
minneapolis,I2,legacy_code_flat,Medium Industrial District (Chapter 521 - pre-2023),industrial
minneapolis,I3,legacy_code_flat,General Industrial District (Chapter 521 - pre-2023),industrial
minneapolis,B4,legacy_code_flat,Downtown Business District (Chapter 521 - pre-2023),mixed-use
minneapolis,B4S,legacy_code_flat,Downtown Service District (Chapter 521 - pre-2023),commercial
minneapolis,B4C,legacy_code_flat,Downtown Commercial District (Chapter 521 - pre-2023),mixed-use
chicago,POS-1,current_code_flat,Parks and Open Space District,open_space
kansas_city,KCIA,current_code_flat,Kansas City International Airport Special District,other
los_angeles,OS,current_code_flat,Open Space Zone,open_space
los_angeles,A1,current_code_flat,Agriculture Zone,open_space
los_angeles,A2,current_code_flat,Agricultural Zone,open_space
los_angeles,RA,current_code_flat,Suburban Zone (Residential Agricultural),residential
los_angeles,RE,current_code_flat,Residential Estate Zone,residential
los_angeles,RW1,current_code_flat,Residential Waterways Zone,residential
los_angeles,RMP,current_code_flat,Residential Mobile Home Park Zone,residential
los_angeles,RW2,current_code_flat,Residential Waterways Zone,residential
los_angeles,CR,current_code_flat,Commercial Recreation Zone,commercial
los_angeles,PF,current_code_flat,Public Facilities Zone,institutional
seattle,MIO,current_code_flat,Major Institution Overlay,institutional
dallas,RR,current_code_flat,Rural Residential District,residential
denver,C-SU-DX,current_code_segment,Single Unit (with combining-district height variant),residential
los_angeles,RS,current_code_flat,Suburban Zone,residential
seattle,MPC,current_code_flat,Master Planned Community,mixed-use
boston,LIA,current_code_flat,Logan International Airport Special Zoning District,other
los_angeles,SL,current_code_flat,Submerged Land Zone,industrial
los_angeles,PB,current_code_flat,Parking Buffer Zone,other
los_angeles,LAX,current_code_flat,Los Angeles International Airport Specific Plan Zone,other
los_angeles,R1V1,current_code_flat,R1 Variation Zone 1,residential
los_angeles,R1V2,current_code_flat,R1 Variation Zone 2,residential
los_angeles,R1V3,current_code_flat,R1 Variation Zone 3,residential
los_angeles,CW,current_code_flat,Central City Specific Plan Zone,mixed-use
los_angeles,WC,current_code_flat,Warner Center Specific Plan Zone,mixed-use
los_angeles,LASED,current_code_flat,Los Angeles Sports and Entertainment District Specific Plan Zone,mixed-use
los_angeles,USC-1A,current_code_flat,University of Southern California University Park Campus Specific Plan Subarea 1A Zone,institutional
los_angeles,USC-1B,current_code_flat,University of Southern California University Park Campus Specific Plan Subarea 1B Zone,institutional
los_angeles,USC-2,current_code_flat,University of Southern California University Park Campus Specific Plan Subarea 2 Zone,institutional
los_angeles,USC-3,current_code_flat,University of Southern California University Park Campus Specific Plan Subarea 3 Zone,institutional
los_angeles,PVSP,current_code_flat,Ponte Vista at San Pedro Specific Plan Zone,residential
los_angeles,CEC,current_code_flat,Convention and Event Center Specific Plan Zone,institutional
los_angeles,P,current_code_flat,Automobile Parking Zone,other
los_angeles,FRWY,current_code_flat,Freeway Zone,other
los_angeles,R1H1,current_code_flat,R1 Hillside Variation Zone,residential
san_diego,OTOP,current_code_flat,Old Town Open Space Planned District,open_space
san_diego,OTCC,current_code_flat,Old Town Community Commercial Planned District,commercial
san_diego,CSPD-CASS-STREET,current_code_flat,Cass Street Planned District,commercial
austin,UNO,current_code_flat,University Neighborhood Overlay Combining District,mixed-use
austin,NCCD,current_code_flat,Neighborhood Conservation Combining District,residential
austin,TND,current_code_flat,Traditional Neighborhood Development District,mixed-use
austin,MU,current_code_flat,Mixed Use Combining District,mixed-use
austin,V,current_code_flat,Vertical Mixed Use Building Combining District,mixed-use
austin,REC&OS,current_code_flat,Recreation and Open Space,open_space
austin,IND,current_code_flat,Industrial (generic),industrial
austin,MF,current_code_flat,Multifamily (generic),residential
austin,HD,current_code_flat,Historic Combining District,other
austin,SF-2A,current_code_flat,Single-Family Residence Standard Lot District,residential
indianapolis,CS,current_code_flat,Commercial Service District,commercial
indianapolis,PK2,current_code_flat,Park Development Plan District,open_space
baltimore,OS,current_code_flat,Open Space District,open_space
baltimore,C-4,current_code_flat,Commercial District,commercial
baltimore,C-5,current_code_flat,Commercial District,commercial
chicago,POS-2,current_code_flat,Parks and Open Space District,open_space
chicago,POS-3,current_code_flat,Parks and Open Space District,open_space
kansas_city,R-3,current_code_flat,Residential 3,residential
dallas,WMU,current_code_flat,Walkable Urban Mixed Use District,mixed-use
dallas,WR,current_code_flat,Walkable Urban Residential District,residential
dallas,NO,current_code_flat,Neighborhood Office District,commercial
nashville,I,current_code_flat,Industrial (generic),industrial
nashville,SP,current_code_flat,Specific Plan District,other
nashville,AR2A,current_code_flat,Agricultural District (2 acre minimum),open_space
san_diego,CU,current_code_flat,Central Urbanized Planned District,mixed-use
san_diego,CT,current_code_flat,Commercial-Transitional Zone,mixed-use
san_diego,LI,current_code_flat,Light Industrial Base Zone,industrial
denver,GTWY,current_code_flat,Gateway District,mixed-use
denver,MHC,current_code_flat,Manufactured Home Community District,residential
detroit,MKT,current_code_flat,Eastern Market District,commercial
charlotte,R-4,legacy_code_flat,Single-Family Residential District (legacy),residential
charlotte,R-5,legacy_code_flat,Single-Family Residential District (legacy),residential
charlotte,R-9,legacy_code_flat,Single-Family Residential District (legacy),residential
charlotte,R-12,legacy_code_flat,Single-Family Residential District (legacy),residential
charlotte,R-15,legacy_code_flat,Single-Family Residential District (legacy),residential
charlotte,R-20,legacy_code_flat,Single-Family Residential District (legacy),residential
charlotte,R-8MF,legacy_code_flat,Multi-Family Residential District (legacy),residential
charlotte,R-12MF,legacy_code_flat,Multi-Family Residential District (legacy),residential
charlotte,R-15MF,legacy_code_flat,Multi-Family Residential District (legacy),residential
charlotte,R-17MF,legacy_code_flat,Multi-Family Residential District (legacy),residential
charlotte,R-20MF,legacy_code_flat,Multi-Family Residential District (legacy),residential
charlotte,I-1,legacy_code_flat,Light Industrial District (legacy),industrial
charlotte,I-2,legacy_code_flat,General Industrial District (legacy),industrial
charlotte,INST,legacy_code_flat,Institutional District (legacy),institutional
charlotte,B-1,legacy_code_flat,Neighborhood Business District (legacy),commercial
charlotte,B-2,legacy_code_flat,General Business District (legacy),commercial
charlotte,MX-3,current_code_flat,Mixed-Use Zoning District,mixed-use
seattle,C1I,current_code_flat,Commercial 1 (Incentive),commercial
seattle,LR2I,current_code_flat,Lowrise Multifamily 2 (Incentive),residential
seattle,LR3I,current_code_flat,Lowrise Multifamily 3 (Incentive),residential
seattle,MRI,current_code_flat,Midrise Multifamily (Incentive),residential
seattle,NC1I,current_code_flat,Neighborhood Commercial 1 (Incentive),commercial
seattle,NC2I,current_code_flat,Neighborhood Commercial 2 (Incentive),commercial
seattle,NC3I,current_code_flat,Neighborhood Commercial 3 (Incentive),commercial
seattle,RSL,current_code_flat,Lowrise Multifamily 1 (alias),residential
seattle,SMI,current_code_flat,Seattle Mixed (Incentive),mixed-use
seattle,SMR,current_code_flat,Seattle Mixed (Residential variant),mixed-use
seattle,SMRI,current_code_flat,Seattle Mixed (Residential Incentive variant),mixed-use
indianapolis,HP1,current_code_flat,Historic Preservation District,other
dallas,MO,current_code_flat,Mid-Range Office District,commercial
dallas,O-2,current_code_flat,High-Intensity Office District (variant),commercial
dallas,MF-2,current_code_flat,Multifamily District,residential
denver,O-2,current_code_flat,Open Zone District (variant),other
minneapolis,B4N,legacy_code_flat,Downtown Business District (Chapter 521 - pre-2023),mixed-use
san_diego,LJPD-1,current_code_flat,La Jolla Planned District Zone 1,mixed-use
san_diego,LJPD-1A,current_code_flat,La Jolla Planned District Zone 1A,mixed-use
san_diego,LJPD-2,current_code_flat,La Jolla Planned District Zone 2,mixed-use
san_diego,LJPD-3,current_code_flat,La Jolla Planned District Zone 3,mixed-use
san_diego,LJPD-4,current_code_flat,La Jolla Planned District Zone 4,mixed-use
san_diego,LJPD-5,current_code_flat,La Jolla Planned District Zone 5,mixed-use
san_diego,LJPD-5A,current_code_flat,La Jolla Planned District Zone 5A,mixed-use
san_diego,LJPD-6,current_code_flat,La Jolla Planned District Zone 6,mixed-use
san_diego,LJPD-6A,current_code_flat,La Jolla Planned District Zone 6A,mixed-use
indianapolis,UQ2,current_code_flat,University Quarter Development Plan District,institutional
chicago,RM4-.5,current_code_flat,Residential Multi-Unit District,residential
chicago,RT-4A,current_code_flat,Residential Two-Flat Townhouse and Multi-Unit District,residential
los_angeles,CCS,current_code_flat,Century City South Studio Zone,commercial
los_angeles,PPSP,current_code_flat,Paramount Pictures Specific Plan,commercial
los_angeles,GW,current_code_flat,Greenway Zone,open_space
los_angeles,UC,current_code_flat,Urban Center (Cornfield-Arroyo Specific Plan),mixed-use
los_angeles,UI,current_code_flat,Urban Innovation (Cornfield-Arroyo Specific Plan),mixed-use
los_angeles,UV,current_code_flat,Urban Village (Cornfield-Arroyo Specific Plan),mixed-use
los_angeles,MU,current_code_flat,Mixed Use District,mixed-use
los_angeles,LACFCD,current_code_flat,LA County Flood Control District,other
los_angeles,R1R3,current_code_flat,One-Family Zone (R1/R3 combined designation),residential
austin,0,other_flat,Data artifact (literal zero placeholder),other
austin,A,current_code_flat,Agricultural District,open_space
austin,A-H,current_code_flat,Agricultural District (Historic overlay),open_space
austin,CIV,current_code_flat,Civic,institutional
austin,COMM,current_code_flat,Commercial (generic),commercial
austin,DM,current_code_flat,Downtown Mixed Use (Historic Overlay),commercial
austin,LDC 25-2-222,other_flat,Code section reference (data artifact),other
austin,NBG,current_code_flat,North Burnet/Gateway,mixed-use
austin,O,current_code_flat,Office (generic),commercial
austin,O-1,current_code_flat,Office-1,commercial
austin,O-H,current_code_flat,Office (Historic overlay),commercial
austin,OFF,current_code_flat,Office (generic),commercial
austin,SP-3-NP,other_flat,Specific Plan 3 (Neighborhood Plan combining),other
austin,UTIL,other_flat,Utility,other
austin,"LO,LR",current_code_flat,Limited Office,commercial
austin,SF,current_code_flat,Single-Family Residence District,residential
austin,SF-4,current_code_flat,Single-Family Residence District,residential
austin,MULTIPLE,other_flat,Multiple zoning designations (data artifact),other
austin,MULTI,other_flat,Multiple zoning designations (data artifact),other
