city,code,code_type,full_name,standard_category
austin,REMOVED FROM FLUM,other_flat,Removed from Future Land Use Map (data artifact),other
austin,Relocate Land Use Designations,other_flat,Administrative note (data artifact),other
austin,HDSF,current_code_flat,Historic Area (Single-Family context),other
austin,MAJ PD,current_code_flat,Major Planned Development,other
austin,UNZ,other_flat,Unzoned,other
austin,UNZ-H,other_flat,Unzoned (Historic overlay),other
austin,VMU,current_code_flat,Vertical Mixed Use,mixed-use
austin,UNDESIGNATED-HISTORIC,other_flat,Undesignated (Historic overlay),other
austin,Excl from Verticle Mixed Use,other_flat,Excluded from Vertical Mixed Use (data artifact),other
austin,Exempt H,other_flat,Historic exemption (data artifact),other
austin,Vacated,other_flat,Vacated designation (data artifact),other
austin,DMH,current_code_flat,Downtown Mixed Use (Historic),commercial
denver,IMX,current_code_segment,Industrial Mixed Use,mixed-use
denver,PUD,current_code_flat,Planned Unit Development,other
charlotte,OFC,current_code_flat,Office Flex Campus Zoning District,commercial
charlotte,OG,current_code_flat,Office General Zoning District,commercial
charlotte,RC,current_code_flat,Research Campus Zoning District,other
san_francisco,RTO,current_code_flat,Residential Transit Oriented District,residential
san_francisco,SLR,current_code_flat,Service/Light Industrial/Residential,mixed-use
san_francisco,C-3-S,current_code_flat,Downtown Support,commercial
san_francisco,MB-RA,current_code_flat,Mission Bay Redevelopment Area (see Mission Bay South Redevelopment Plans),other
san_francisco,HP-RA,current_code_flat,Hunters Point Redevelopment Area (see Hunters Point Redevelopment Plans),other
boston,EDA,current_code_flat,Economic Development Area District,mixed-use
boston,EPS,legacy_code_flat,Enterprise Protection Subdistrict,industrial
detroit,PD,current_code_flat,Planned Development District,other
detroit,SD3,current_code_flat,Special District - Technology and Research,other
miami,T2,current_code_flat,Rural Transect Zone,open_space
miami,T4,current_code_segment,General Urban Transect Zone,residential
minneapolis,PR1,current_code_flat,Production Mixed-Use District,mixed-use
new_orleans,GPD,current_code_flat,General Planned Development District,other
new_orleans,S-LM,current_code_flat,Lake Area Marina District,other
new_orleans,MS,current_code_flat,Medical Service District,commercial
new_orleans,LS,current_code_flat,Life Science Mixed-Use District,mixed-use
new_orleans,CBD-3,current_code_flat,Cultural Arts District,institutional
new_orleans,CBD-7,current_code_flat,Bio-Science District,other
austin,W/LO,current_code_flat,Warehouse/Limited Office District,commercial
austin,R&D,current_code_flat,Research and Development District,other
austin,PUD,current_code_flat,Planned Unit Development District,other
baltimore,R-1,current_code_flat,Detached Residential District,residential
baltimore,R-2,current_code_flat,Detached Residential District,residential
baltimore,BSC,current_code_flat,Bio-Science Campus District,mixed-use
chicago,C3,current_code_flat,Commercial Manufacturing and Employment District,industrial
chicago,M2,current_code_flat,Light Industry District,industrial
chicago,M3,current_code_flat,Heavy Industry District,industrial
chicago,T,current_code_flat,Transportation District,other
cincinnati,MA,current_code_flat,Manufacturing District,industrial
cincinnati,ML,current_code_flat,Manufacturing District,industrial
cincinnati,MG,current_code_flat,Manufacturing District,industrial
cincinnati,ME,current_code_flat,Manufacturing District,industrial
dallas,LO,current_code_flat,Local Office District,commercial
dallas,GO,current_code_flat,General Office District,commercial
dallas,O-3,current_code_flat,High-Intensity Office District,commercial
dallas,LR,current_code_flat,Local Retail District,commercial
dallas,CR,current_code_flat,Community Retail District,commercial
dallas,NC,current_code_flat,Neighborhood Commercial District,commercial
dallas,GC,current_code_flat,General Commercial District,commercial
dallas,CS,current_code_flat,Commercial Service District,commercial
dallas,CA-1,current_code_flat,Central Area District,commercial
dallas,CA-2,current_code_flat,Central Area District,commercial
dallas,LI,current_code_flat,Light Industrial District,industrial
dallas,IR,current_code_flat,Industrial Research District,industrial
dallas,IM,current_code_flat,Industrial Manufacturing District,industrial
dallas,HI,current_code_flat,Heavy Industrial District,industrial
dallas,MU-1,current_code_flat,Mixed Use District,mixed-use
indianapolis,D-P,current_code_flat,Planned Unit Development District,other
kansas_city,M1,current_code_flat,Light Industrial District,industrial
kansas_city,M2,current_code_flat,General Industrial District,industrial
kansas_city,M3,current_code_flat,Heavy Industrial District,industrial
kansas_city,MPD,current_code_flat,Master Planned Development District,other
los_angeles,CM,current_code_flat,Commercial Manufacturing Zone,mixed-use
san_diego,OP,current_code_flat,Open Space Base Zone,open_space
san_diego,RE,current_code_flat,Residential Estate Base Zone,residential
san_diego,RX,current_code_flat,Residential Rural Base Zone,residential
san_diego,IBT,current_code_flat,Industrial Business/Technology Park Base Zone,industrial
seattle,C2,current_code_flat,Commercial 2,commercial
seattle,DRC,current_code_flat,Downtown Retail Core,mixed-use
seattle,IC,current_code_flat,Industrial Commercial,mixed-use
seattle,II,current_code_flat,Industry and Innovation,industrial
new_york,C1,current_code_flat,Commercial District (Local Retail/Service),commercial
new_york,M1,current_code_flat,Light Manufacturing District,industrial
cincinnati,T5N.SS,current_code_flat,T5 Neighborhood Small Setback (Cincinnati Form-Based Code Transect Zone),residential
minneapolis,OR3,legacy_code_flat,Institutional Office Residence District (Chapter 521 - pre-2023),mixed-use
baltimore,R-1-E,current_code_flat,Detached Residential District,residential
baltimore,R-1-D,current_code_flat,Detached Residential District,residential
chicago,PD,current_code_flat,Planned Development,other
dallas,PD,current_code_flat,Planned Development District,other
indianapolis,PK1,current_code_flat,Park District,open_space
indianapolis,SU,current_code_flat,Special Use District,other
kansas_city,AG-R,current_code_flat,Agricultural-Residential District,other
kansas_city,UR,current_code_flat,Urban Redevelopment District,mixed-use
los_angeles,RU,current_code_flat,Restricted Density Multiple Dwelling Zone,residential
los_angeles,RZ,current_code_flat,Residential Zone (unconfirmed variant),residential
los_angeles,RAS3,current_code_flat,Residential/Accessory Services Zone,mixed-use
los_angeles,RAS4,current_code_flat,Residential/Accessory Services Zone,mixed-use
charlotte,MX-1,current_code_flat,Mixed-Use Zoning District,mixed-use
charlotte,MX-2,current_code_flat,Mixed-Use Zoning District,mixed-use
charlotte,MUDD-O,current_code_flat,Mixed Use Development District (Optional),mixed-use
dallas,CD,current_code_flat,Conservation District,other
san_diego,OR,current_code_flat,Office Residential Base Zone,mixed-use
detroit,Market and Distribution District,current_code_flat,Market and Distribution District,commercial
los_angeles,ADP,current_code_flat,Alameda District Specific Plan Zone,mixed-use
san_diego,OTMCR,current_code_flat,Old Town Mixed Commercial-Residential Planned District,mixed-use
san_diego,OTRM,current_code_flat,Old Town Residential Multi-Family Planned District,residential
san_diego,OTRS,current_code_flat,Old Town Residential Single-Family Planned District,residential
indianapolis,UQ1,current_code_flat,University Quarter Development Plan District,institutional
indianapolis,HD1,current_code_flat,Hospital Development Plan District,institutional
indianapolis,HD2,current_code_flat,Hospital Development Plan District,institutional
baltimore,R-9,current_code_flat,Multi-Family Residential District,residential
baltimore,R-10,current_code_flat,Multi-Family Residential District,residential
kansas_city,SC,current_code_flat,Shoal Creek District,residential
kansas_city,DC,current_code_flat,Downtown Core District,mixed-use
kansas_city,DX,current_code_flat,Downtown District (unconfirmed variant),mixed-use
kansas_city,DR,current_code_flat,Downtown Residential District (unconfirmed),residential
kansas_city,CXO,current_code_flat,Corridor Overlay District,other
dallas,UC,current_code_flat,Urban Corridor District,mixed-use
dallas,GR,current_code_flat,General Retail District (unconfirmed),commercial
charlotte,UR-2,legacy_code_flat,Urban Residential District (legacy),residential
baltimore,H,current_code_flat,Hospital Campus Districts,institutional
cincinnati,PD,current_code_flat,Planned Development Control,other
dallas,MC,current_code_flat,Multiple Commercial,commercial
indianapolis,CBDS,current_code_flat,Central Business District Special,commercial
indianapolis,HP,current_code_flat,Historic Preservation District,other
indianapolis,SU,current_code_flat,Special Use,other
indianapolis,SZ1,current_code_flat,Speedway Main Street District,other
indianapolis,SZ2,current_code_flat,Speedway Industrial District,other
kansas_city,M4,current_code_flat,Manufacturing 4,industrial
